total day charge,total eve charge,total night charge,total intl charge,ARPU,phone number
16.95,12.33,6.72,3.81,39.81,380-5102
24.41,12.05,8.73,2.92,48.11,395-6149
39.42,18,12.08,3.32,72.82,398-8122
6.43,13.2,7.88,3.83,31.34,334-4438
12.38,15.84,7.89,2.84,38.95,384-7459
16.12,18.62,8.88,3.08,46.7,368-3931
37.71,17.9,9.98,3.35,68.94,353-1352
45.73,19.86,8.07,1.97,75.63,348-5725
45.61,15.77,11.91,1.7,74.99,365-2008
33.78,21.17,7.79,3.38,66.12,393-3635
19.64,18.54,11.47,3.11,52.76,380-8727
34.36,16.63,13.13,3.59,67.71,381-2376
36.65,17.05,6.92,3.35,63.97,365-8114
28.88,17.8,9.27,3.11,59.06,415-5008
34.29,14.4,12.88,1.62,63.19,392-8318
37.59,13.62,7.28,2.27,60.76,401-4007
37.18,9.78,8.67,2.54,58.17,338-7709
49.93,23.16,8.02,2.97,84.08,374-1981
20.45,20.43,9.74,2.08,52.7,333-5101
29.89,17.56,8.01,3,58.46,345-3734
47.35,20.46,5.4,3.13,76.34,384-5004
40.17,16.22,5.81,1.94,64.14,341-9396
46.55,10.17,12.04,3.16,71.92,408-6302
22.29,13.64,9.31,1.51,46.75,348-7193
28.46,21.98,5.24,3.02,58.7,417-4063
33.61,21.29,8.15,2.84,65.89,375-6911
28.82,19.63,12.14,2.43,63.02,358-3604
38.28,14.74,6.56,3.16,62.74,339-7485
29.67,18.16,7.41,2.78,58.02,368-3078
22.05,15.09,10.3,2.03,49.47,418-7055
34,9.17,10.52,3.08,56.77,386-9981
16.3,22.24,10.29,3.59,52.42,366-2541
25.98,20.64,6.63,2.46,55.71,335-3110
22.08,17.74,10.41,3.86,54.09,400-7809
45.63,12.8,13.41,2.62,74.46,404-3106
32.05,12.61,8.09,4.1,56.85,333-2337
29,13.78,9.48,1.65,53.91,353-6482
32.54,17.06,10.35,2.21,62.16,397-8162
12.8,15.29,8.72,3.32,40.13,380-6722
25.47,23.49,10.86,2.94,62.76,329-2918
19.7,9.46,7.66,1.92,38.74,348-8022
21.9,17.33,12.72,3.81,55.76,388-4459
22.39,18.4,8.82,2.97,52.58,358-3114
17.24,13.52,11.66,3.29,45.71,343-9654
25.33,20.04,9.08,2.57,57.02,401-9909
16.46,14.5,7.47,3.62,42.05,404-9978
18.28,21.79,11.12,3.4,54.59,397-8011
39.58,25.79,11.5,3.48,80.35,341-8719
20.59,22.12,10.01,2.24,54.96,408-1242
21.13,23.01,10.78,0.95,55.87,406-7726
26.81,25.38,9.76,3.73,65.68,351-2773
21.13,17.6,7.08,4,49.81,368-6174
48.69,17.48,8.61,1.86,76.64,334-5029
24.09,17.48,9.83,2.38,53.78,413-1789
29.41,20.89,13.5,1.3,65.1,414-1246
45.68,25.59,7.52,1.57,80.36,330-4978
37.15,11.41,5.35,2.54,56.45,386-1631
43.4,16.54,12.45,1,73.39,363-1208
7.12,17.94,10.71,3.08,38.85,334-5263
44.34,21.94,5.91,1.57,73.76,361-4137
40.7,22.05,10.71,2.08,75.54,374-8187
38.54,14.31,8.49,2.75,64.09,370-1525
30.48,17.76,11.17,3.65,63.06,355-3801
26.86,16.75,6.97,2.7,53.28,392-5605
29.87,22.01,12.08,3.81,67.77,363-1366
26.76,14.26,8.5,2.38,51.9,358-5274
19.23,14.35,11.83,1.86,47.27,376-9607
31.06,20.95,9.81,2.38,64.2,374-1213
27.42,10.57,11.79,3.81,53.59,421-8537
24.23,17.71,10.3,2.03,54.27,351-5576
32.39,22.07,6.37,2.62,63.45,407-7258
27.08,14.5,6.35,3.21,51.14,405-4420
26.15,10.48,5.3,2.48,44.41,340-2855
30.72,14.84,7.44,3.24,56.24,342-8002
34.46,19.12,11.43,3.27,68.28,355-6826
32.44,22.21,9.43,2.4,66.48,402-3886
34.87,19.78,11.7,2.48,68.83,336-5900
40.05,20.13,10.85,2.08,73.11,339-7684
32.18,13.25,8.37,2,55.8,390-2433
28.37,23.22,7.69,3.11,62.39,360-7246
41.68,21.6,10.77,2.03,76.08,335-6508
22.54,18.79,5.76,3.43,50.52,348-6720
30.99,11.88,7.72,3.13,53.72,406-6400
32.69,7.54,10.32,2.84,53.39,390-7370
20.74,18.72,8.09,2.92,50.47,390-5055
32.81,21.25,6,2.59,62.65,405-7542
26.96,18.7,11.38,2.46,59.5,364-4927
15.56,18.69,10.31,3.43,47.99,329-3458
26.11,17.47,5.15,3.38,52.11,331-3842
37.67,13.35,10.01,3.11,64.14,343-4147
41.6,14.28,12.67,1.78,70.33,335-2274
40.77,24.3,11.55,2.57,79.19,343-3227
29.31,19.59,10.27,2.97,62.14,336-6907
41.23,20.86,9.88,2.7,74.67,331-1391
19.99,13.53,10.64,3.05,47.21,360-1643
29.67,22.04,7.67,3.05,62.43,410-2518
26.74,18.78,9.85,3.24,58.61,344-4970
32.64,20.32,5.22,4.08,62.26,408-1486
37.09,14.39,6.35,2.16,59.99,396-1648
24.58,11.9,7.44,2.94,46.86,391-2022
26.11,19.8,9.64,3.81,59.36,420-6465
23.09,18.91,10.6,2.13,54.73,398-2628
27.32,12.48,12.95,2.21,54.96,409-5519
34.43,20.52,7.63,2.11,64.69,391-8554
25.87,19.3,8.81,3.32,57.3,395-1693
38.66,6.22,5.14,1.27,51.29,393-3194
32.57,17.48,9.46,2.48,61.99,328-3402
23.61,17.99,8.08,2.92,52.6,411-4781
21.59,17.59,10.43,1.65,51.26,401-2581
28.66,22.03,12.59,1.97,65.25,385-1214
48.72,18.97,9.17,3.11,79.97,348-6853
27.98,22.34,5.57,4.1,59.99,341-8412
24.48,11.54,9.56,3.51,49.09,330-8142
24.07,17.67,9.16,2.75,53.65,361-1404
34.73,21.02,9.66,3.24,68.65,375-9671
27.74,14.25,3.94,1.67,47.6,372-1824
38.25,20.76,9.95,2.89,71.85,408-3606
29.94,16.97,11.88,2.3,61.09,333-3595
43.21,19.39,4.41,3.73,70.74,379-7009
29.73,22.27,9.45,2.3,63.75,411-4940
31.84,13.66,11.87,2.59,59.96,409-7523
36.01,19.63,9.77,2.89,68.3,408-6725
41.12,10.79,8.35,3.16,63.42,350-2384
33.34,16.97,6.12,3.48,59.91,348-1706
39.32,17.88,9.78,3.35,70.33,415-6145
27.47,16.69,13.27,3.73,61.16,373-3731
32.98,20.49,10.24,3.21,66.92,341-3349
18.65,19.02,10.81,4.16,52.64,399-8859
47.09,20.26,4.25,2.24,73.84,377-4518
32.66,13.91,7.64,1.65,55.86,341-1594
33.73,18.44,5.08,3.54,60.79,418-8770
35.56,13.57,8.17,2.57,59.87,332-9118
31.42,18.39,6.35,4.97,61.13,386-1418
28.53,12.07,8.58,1.97,51.15,393-3535
23.66,16.27,12.89,3.19,56.01,328-9006
37.62,14.25,11.82,1.19,64.88,402-2482
20.67,14.05,10.98,2.4,48.1,408-4865
45.97,20.83,4.9,4.16,75.86,396-6247
23.73,20.48,5.72,2.38,52.31,396-9462
43.01,11.81,12.5,3.19,70.51,396-9279
31.26,20.46,8.36,4.05,64.13,363-8715
34.56,22.09,5.22,2.11,63.98,356-1358
34.1,12.96,8.97,2.08,58.11,360-7839
28.49,14.96,11.29,3.62,58.36,364-8774
26.61,17.37,6.39,2.67,53.04,348-5038
36.57,16.78,7.29,2.86,63.5,365-4728
51.29,14.2,3.25,2.84,71.58,351-9037
25.89,22.74,12.01,3.05,63.69,397-9184
33.22,18.03,6.23,4.08,61.56,398-4538
35.48,23.42,8.21,2.16,69.27,382-6827
32.32,18.97,11.53,3.83,66.65,408-1340
31.52,15.17,9.82,2.16,58.67,333-9511
31.14,21.49,7.05,2.62,62.3,358-7379
9.21,25.77,7.73,2.32,45.03,397-1766
35.36,15.73,8,2.19,61.28,331-2144
39.15,6.62,11.12,3.56,60.45,345-7014
40.94,6.45,10.11,1.92,59.42,395-1898
33.27,9.03,7.08,1.43,50.81,373-8920
46.94,17.09,10.41,2.4,76.84,373-8908
28.24,14.95,10.96,4.37,58.52,415-1203
23.1,20.78,9.34,3.11,56.33,369-7017
32.15,18.97,12.11,3.75,66.98,420-8435
30.24,14.88,7.26,3.11,55.49,395-2579
24.46,17.88,5.81,3.38,51.53,405-7850
25.19,13.57,8.88,2.32,49.96,394-7710
48.81,13.54,9.76,3.75,75.86,342-4122
30.55,18.54,9.55,2.51,61.15,340-1876
28.19,16.15,6.48,2.94,53.76,383-6095
24.5,14.25,10.8,3.92,53.47,413-1061
29.33,21.51,9.97,1.59,62.4,343-5347
33.97,14.2,12.23,1.49,61.89,376-4861
18.55,12.1,4.1,2.94,37.69,417-2265
29.21,25.64,6.27,2.62,63.74,419-7415
37.79,24.31,11.22,3.27,76.59,407-2259
41.79,22.5,5.03,3.02,72.34,333-2906
27.98,23,10.37,2.16,63.51,360-7477
35.99,23.09,9.15,2,70.23,342-5243
25.02,13.61,8.28,2.08,48.99,417-3999
43.3,21.44,8.01,2.16,74.91,379-1720
28.92,23.1,4.98,2.35,59.35,368-3117
33.17,22.23,9.17,3.08,67.65,352-5000
25.38,15.9,6.74,2.13,50.15,405-7676
13.92,21.57,9.59,2.4,47.48,361-2349
32.49,12.72,10.25,2.65,58.11,383-2901
35.17,19.07,8.88,2.24,65.36,369-7049
40.63,23.21,12.52,3.65,80.01,387-5533
30.48,21.48,10.24,2.16,64.36,362-3660
31.5,18.62,10.96,1.49,62.57,357-3577
24.04,10.53,14.56,2.19,51.32,394-3312
42.26,10.14,8.74,3.24,64.38,395-8330
25.93,21.45,8.34,1.32,57.04,373-8895
24.75,19.63,8.17,3.08,55.63,386-4581
27.91,16.68,10.62,2.19,57.4,354-8191
37.57,14.06,10.59,2.62,64.84,359-7562
50.22,19.73,9.2,3.11,82.26,359-4336
23.77,14.87,9.07,2.54,50.25,336-9901
27.59,12.67,11.5,4,55.76,406-3069
46.36,20.09,10.6,2.08,79.13,334-6519
34.05,19.26,8.95,3.48,65.74,361-8113
26.71,14.65,8.3,3,52.66,347-9769
23.09,17.05,8.66,3.32,52.12,352-9130
40.24,19.71,7.41,3.43,70.79,378-4557
18.94,14.88,9.77,1.49,45.08,360-8919
26.54,9.1,7.55,3.97,47.16,405-4109
32.49,24.04,3.82,3.24,63.59,381-2498
26.01,11.99,7.72,2.78,48.5,357-5696
37.2,20.64,3.86,2.78,64.48,412-2947
34.92,11.47,13.97,2.78,63.14,363-3571
38.28,15.72,6.44,2.67,63.11,405-5403
42.48,21.63,12.29,2.4,78.8,330-9354
22.37,11.65,11.53,2.75,48.3,396-7091
33.64,14.08,9.36,2.73,59.81,398-3004
28.31,17.87,11.57,2.67,60.42,400-4020
38.32,15.9,12.65,3.48,70.35,356-3448
46.89,16.11,10.08,2,75.08,335-2019
24.29,7.53,13.05,2.92,47.79,332-6633
35.22,21.76,9.49,2.67,69.14,359-7648
35.05,17.95,8.83,2.75,64.58,412-9190
35.75,16.64,9.97,3.02,65.38,368-9007
38.37,10.17,8.69,3.78,61.01,384-5632
28.53,17.45,5.85,3.92,55.75,352-6068
33.61,12.94,9.95,1.89,58.39,343-9645
28.87,5.54,6.5,2.94,43.85,384-7873
32.4,20.17,9.52,2.65,64.74,396-2187
13.65,13.03,13.91,3.46,44.05,383-5109
39.39,19.13,9.08,3.27,70.87,377-7843
11.75,19.58,11.55,1.76,44.64,382-7999
32.1,18.48,9.9,2.21,62.69,328-1222
25.6,14.37,9.95,2.81,52.73,371-1727
32.64,11.86,8.43,1.49,54.42,369-8871
27.83,9.62,6.03,2.67,46.15,335-9726
35.99,16.89,13.58,1.76,68.22,357-3709
29.84,11.25,10.93,3.19,55.21,422-9964
25.52,17.01,12,2.97,57.5,366-9211
32.22,14.99,10.17,3.83,61.21,384-9033
12.04,18.33,10.39,2.57,43.33,382-4932
36.64,16.21,9.65,2.32,64.82,404-7518
17.29,17.24,6.13,2.54,43.2,353-1954
43.93,10.78,8.21,2.62,65.54,391-7166
41.21,13,14.32,3.19,71.72,370-9000
22.41,24.17,13.75,3.05,63.38,332-3642
32.33,16.8,11.14,2.65,62.92,412-3898
26.2,17.36,8.83,2.65,55.04,366-5640
31.96,7.69,6.76,4.13,50.54,356-2302
17.53,23.38,6.35,3.02,50.28,345-9018
29.82,13.56,11.73,3.13,58.24,365-6205
24.72,17.77,9.63,2.94,55.06,337-1151
42.6,15.97,5.41,2.11,66.09,374-4664
27.46,18.21,14.18,2.32,62.17,396-9656
44.22,21.8,10.31,2.7,79.03,377-5043
47.82,25.63,9.13,2.35,84.93,401-7359
22.12,14.2,11.01,3.67,51,375-2184
17.34,9.63,8.49,3.08,38.54,367-6005
37.18,13.18,4.46,3.27,58.09,364-2166
21.85,16.01,11.45,1.84,51.15,414-4741
21.88,19.3,8.01,2.48,51.67,403-9719
29.27,13.82,11.26,2.35,56.7,371-8452
33.86,10.71,13.01,2.05,59.63,392-6239
31.37,17.04,12.56,2.38,63.35,410-5250
28.66,14.93,10.95,2.94,57.48,336-1574
29.58,17.45,9.82,1.81,58.66,406-8324
39.17,21.88,4.83,2.3,68.18,411-7110
33.69,17.24,6.59,1.38,58.9,341-9907
31.64,17.99,10.38,2.16,62.17,400-8952
25.25,20.66,11.48,1.84,59.23,333-9266
26.71,22.85,8.17,2.7,60.43,419-4894
26.35,11.34,7.92,1.89,47.5,364-9904
21.98,15,6.95,2.59,46.52,394-3048
32.05,15.47,9.82,1.65,58.99,352-6265
35.5,19.15,9.97,3,67.62,357-3187
40.46,23.67,8.69,3.19,76.01,373-8483
35.89,17.59,8.73,1.51,63.72,375-9930
33.81,17.6,7.19,3.4,62,352-6282
36.18,17.35,7.03,2.75,63.31,396-2945
23.36,10.2,5.86,3.35,42.77,412-3527
32.61,22.76,9.02,3.46,67.85,328-4231
25.33,4.18,7.35,3.75,40.61,413-9055
19.91,21.22,7.3,3,51.43,363-8755
18.36,20.56,11.34,2.81,53.07,388-8891
19.18,16.95,6.42,2.73,45.28,360-1776
29.9,16.01,8.47,2.97,57.35,411-3578
40.22,14.44,9.55,3,67.21,399-7268
28.8,15.72,10.54,0.54,55.6,350-1532
22.03,20.93,7.74,2.54,53.24,359-2197
30.11,15.7,7.83,2.16,55.8,407-9290
22.66,15.65,12.28,3.65,54.24,358-6672
28.53,18.1,9.37,3.51,59.51,393-4621
29.68,26.4,10.56,2.43,69.07,336-7357
25.55,21.75,6.15,3.38,56.83,351-1466
48.14,20.37,6.73,1.7,76.94,394-6668
26.83,13.73,12.22,2.35,55.13,403-2673
24,12.67,7.71,1.89,46.27,355-1735
39.13,16.67,9.69,2.81,68.3,416-7679
40.43,17.76,7.55,4.21,69.95,340-4972
34.68,14.32,7.38,3.59,59.97,417-4826
37.59,15.18,9.12,2,63.89,408-6676
30.12,12.12,14.13,3.43,59.8,417-6683
20.06,21.09,9.65,1.43,52.23,331-6270
27.85,21.73,8.68,4.24,62.5,404-9754
24.02,19.58,10.07,2.54,56.21,364-9425
46.33,19.22,7.16,4.43,77.14,339-6477
20.21,19.41,8.1,2.21,49.93,362-2787
1.34,11.59,7.05,3.27,23.25,405-9233
27.12,14.21,6.24,2.75,50.32,416-1845
25.53,15.78,9.56,3.27,54.14,385-9657
24.57,22.3,10.19,3.24,60.3,420-5652
23.92,17.93,10.35,3.35,55.55,415-1141
28.76,18.43,8.07,3.4,58.66,334-5634
37.54,12.62,8.28,2.05,60.49,403-4200
36.77,22.64,9.63,1.22,70.26,357-7893
28.82,13.4,4.42,2.86,49.5,369-2899
43.57,21.94,9.7,3.16,78.37,381-1026
30.55,25.48,8.34,2.05,66.42,388-8722
45.22,11.06,7.46,3.54,67.28,418-3135
16.44,16.47,7.73,2.62,43.26,380-3974
14.06,16.54,7.15,2.94,40.69,338-7232
28.59,13.74,8.66,2.73,53.72,334-5223
48.69,15.15,9.64,2.89,76.37,340-8323
29.63,15.86,11.62,3.48,60.59,337-6851
32.4,13.74,8.55,3.51,58.2,344-5973
29.84,17.43,11.03,4.81,63.11,335-2261
22.68,17.39,8.86,3,51.93,343-1458
34.78,11.56,9.47,1.78,57.59,415-4875
41.17,19.82,8.48,1.67,71.14,381-2726
43.03,17.86,4.27,3.21,68.37,395-3852
22.1,15.75,8.04,2.24,48.13,358-7914
18,16.12,7.69,3.43,45.24,332-6958
33.01,16.47,8.64,2.51,60.63,355-1019
31.25,10.5,7.23,1.65,50.63,382-9447
33.41,16.15,7.34,2.92,59.82,386-8536
31.37,14.62,8.25,3.7,57.94,363-3818
44.52,12.59,6.53,3.73,67.37,360-6416
34.41,22.12,7.98,2.48,66.99,332-8764
28.46,14.68,8.67,2.57,54.38,398-4814
28.51,20.98,9.18,2.03,60.7,410-5963
32.59,16.41,6.72,3,58.72,399-6642
40.83,19.58,9.76,1.4,71.57,390-9986
32.15,15.15,8.97,3,59.27,391-1793
21.71,15.55,7.78,2.86,47.9,352-5542
34.88,8.46,8.53,3.62,55.49,386-8118
26.11,18.44,7.26,3.4,55.21,394-9825
26.27,16.46,8.14,3.62,54.49,382-4952
26.13,16.49,11.52,3.81,57.95,387-2698
29.1,15.79,10.24,2.92,58.05,417-1360
55.78,12.89,13.66,2.35,84.68,408-4836
24.8,17.7,8.14,3.89,54.53,374-8329
34.2,23.81,6.94,3.19,68.14,363-8424
23.65,20.91,9.32,3.08,56.96,408-8910
20.21,23.66,8.77,3.56,56.2,399-3840
36.99,23.72,11.28,2.81,74.8,367-8692
24.65,17.77,14.78,3.94,61.14,387-4504
34.6,24.62,9.58,2.35,71.15,328-2647
40.82,15.33,6,2.16,64.31,369-7903
14.25,20.42,7.14,1.81,43.62,399-6852
45.87,19.45,11.59,2.73,79.64,335-4888
21.47,17.82,8.66,2.86,50.81,344-2260
14.98,14.95,12.15,2.62,44.7,349-4070
37.15,16.72,6.8,2.67,63.34,394-6505
40.26,22.39,8.15,3.02,73.82,419-3612
21.1,16.39,7.33,1.73,46.55,356-1952
31.31,14.24,9.58,2.7,57.83,416-7866
37.86,23.55,4.58,3.67,69.66,398-1759
25.36,16.46,11.2,3,56.02,338-9950
35.11,15.32,9.93,3.29,63.65,412-7278
27.15,14.35,10.98,2.59,55.07,347-1263
34.8,17.8,9.58,1.89,64.07,386-5684
36.24,10.26,11,2.03,59.53,334-4354
45.83,14.59,9.86,2.21,72.49,398-5970
19.84,18.17,9.64,2.62,50.27,330-3429
44.78,20.02,4.59,3.51,72.9,418-4637
23.83,18.18,5.4,1.92,49.33,393-7322
33.61,10.85,6.39,3.65,54.5,353-5557
23.15,18.78,8.86,3.59,54.38,411-5334
15.05,15.2,10.29,3.11,43.65,398-8588
36.6,20.6,12.59,3.27,73.06,374-7285
45.76,16.47,11.59,2.4,76.22,379-7215
34.65,22.7,10.13,1.97,69.45,357-7875
45.63,18.89,5.29,2.78,72.59,393-9677
27.05,22.93,9.92,2.78,62.68,345-9598
19.45,10.85,11.39,2.73,44.42,353-3203
23.61,17.76,10.46,2.48,54.31,330-7486
31.62,20.18,6.66,3.29,61.75,397-6425
28.97,21.63,9.88,4.08,64.56,338-1815
27.97,19.63,6.75,2.67,57.02,406-5023
28.66,14.33,4.29,3.32,50.6,368-2458
44.4,21.32,7.92,2.65,76.29,400-8375
32.39,15.16,7.31,3.54,58.4,387-8201
30.79,26.72,11.1,1.13,69.74,346-4360
30.11,9.75,6.91,1.76,48.53,412-8811
27.29,20.44,10.51,3.05,61.29,413-3990
22.9,25.1,8.8,1.78,58.58,345-2448
33.69,11.82,8.96,2.38,56.85,394-4512
38.91,21.73,9.36,2.73,72.73,400-8538
41.09,11.54,12.49,3.54,68.66,412-8769
22.29,14.98,4.04,1.16,42.47,390-1552
39.8,17.02,10.68,3.54,71.04,389-2477
34.02,25.58,10.62,3.21,73.43,389-4695
26.18,8.02,12.94,2.73,49.87,406-8037
38.11,16.12,10.03,2.65,66.91,382-9138
25.21,15.44,7,2.24,49.89,414-7942
29.68,15.01,9.65,2.38,56.72,348-7071
23.55,13.02,9.7,3,49.27,404-2942
18.53,22.59,10.27,3.4,54.79,348-3581
27.59,18.06,9.66,3,58.31,327-6764
35.84,16.12,7.09,4.43,63.48,405-2831
24.21,27.09,10.08,3,64.38,416-4351
38,19.98,6.3,2.86,67.14,419-3196
31.03,19.73,6.71,2.03,59.5,411-6211
37.33,11.99,9.26,2.92,61.5,391-8369
32.91,20.25,7.94,3.48,64.58,416-4464
32.71,13.34,7.91,2.97,56.93,347-1814
40.15,16.1,6.91,3.59,66.75,386-7337
39.64,9.63,5.31,4.35,58.93,375-8505
27,16.02,8.52,2.65,54.19,407-5056
21.44,23.35,8.3,2.65,55.74,367-8924
49.37,21.58,11.85,2.73,85.53,419-5171
10.3,14.1,5.98,3.59,33.97,396-7687
25.23,16.47,9.27,1.86,52.83,394-4548
41.91,18.39,8.08,3.43,71.81,382-6438
50.68,17.11,9.66,2.62,80.07,413-2194
20.28,15.73,7.07,2.94,46.02,366-2622
41.23,19.8,6.93,2.59,70.55,416-7591
37.76,13.65,9.85,3.67,64.93,355-2634
40.15,23.28,10.22,2.73,76.38,422-5350
24.51,18.04,7.62,2.57,52.74,329-2388
26.28,20.54,7.2,3.4,57.42,381-5273
23.36,15.02,8.47,2.75,49.6,421-6694
17.63,10.8,14.82,3.89,47.14,342-1702
23.22,17.8,7.25,3.29,51.56,381-4029
49.27,21.73,10.93,3.16,85.09,335-2967
44.35,14.32,8.02,3.59,70.28,416-6594
33.35,15,10.46,4.1,62.91,388-6026
33.25,10.74,6.69,3.83,54.51,367-1024
37.77,13.81,8.32,3.21,63.11,386-7118
29.39,15.56,10.19,2.65,57.79,346-2020
42.47,20.6,10.43,3.13,76.63,329-9067
26.27,18.38,10.34,3.7,58.69,329-6144
15.37,23.48,6.59,3.43,48.87,332-1502
45.7,20.96,12.24,4.43,83.33,342-8320
18.04,13.4,8.66,2.19,42.29,411-5748
4.59,13.68,12.58,2.89,33.74,381-9367
23.82,18.99,11.61,1.03,55.45,400-1280
41.65,15.33,11.83,2.62,71.43,360-5794
33.44,17.5,9.75,3.02,63.71,373-3538
22.3,9.05,9.98,2.75,44.08,394-9942
25.43,20.38,13.21,2,61.02,380-3329
40.77,21.4,7.59,2.94,72.7,334-7618
24.16,16.41,11.4,2.97,54.94,327-9289
19.62,15.19,8.36,1.62,44.79,351-2589
32.81,19.11,8.89,2.78,63.59,368-6892
35.04,19.09,11.55,3.51,69.19,337-9303
27.25,18.81,6.77,3.02,55.85,377-5258
33.98,24.51,8.13,3.05,69.67,348-5767
36.23,17.53,7.35,2.4,63.51,373-3549
30.31,19.98,10.79,2.94,64.02,422-8344
42.89,17.6,12.81,3.24,76.54,411-2958
33.61,11.62,11,3.56,59.79,384-2908
18.89,18.52,11.16,1.78,50.35,347-6393
16.41,17.87,6.59,3.38,44.25,385-7148
26.67,10.39,8.51,3.05,48.62,419-2767
20.96,14.45,7.47,3.43,46.31,375-1746
32.93,15.57,13.22,2.92,64.64,362-7870
35.17,14.25,7.01,2.94,59.37,410-3725
42.47,22.26,7.51,3.43,75.67,387-1535
24.48,19.1,10.25,2.7,56.53,329-2045
50.92,13.89,6.6,3.13,74.54,341-6743
38.42,25.89,8.15,3.4,75.86,336-8343
23.39,12.2,12.32,2.59,50.5,368-5758
35.99,11.83,6.6,3,57.42,346-8362
15.25,15.28,6.56,2.57,39.66,345-9690
33.59,20.95,12.84,3.38,70.76,339-9798
45.9,21.81,7.58,3.24,78.53,359-5731
38.2,16.32,9.55,3.05,67.12,373-2091
33.03,10.51,10.33,2.75,56.62,367-3439
8.11,22.47,10.58,3.56,44.72,367-1681
32.32,15.49,12.59,3.51,63.91,420-9973
15.22,28.89,7.78,2.13,54.02,351-4025
31.04,13.13,8.82,3.27,56.26,393-5897
34.94,25.37,9.64,1.86,71.81,384-7216
39.36,22.69,9.49,2,73.54,384-4595
42.72,21.46,5.32,2.67,72.17,329-9667
29.1,20.7,8.02,3.51,61.33,347-5063
33.64,21.34,6.22,3.02,64.22,345-8433
22.92,17.35,10.73,1.81,52.81,339-7602
32.54,14.32,4.92,2.78,54.56,332-1109
29.67,16.78,10.73,2.86,60.04,343-3296
30.16,19.23,11.43,2.94,63.76,366-2536
30.96,17.98,9.33,1.84,60.11,355-2293
37.81,14.06,9.38,3.02,64.27,350-9318
8.13,15.21,6.87,3.59,33.8,418-5300
20.71,7.59,6.78,2.78,37.86,395-2626
24.4,16.09,7.87,2.38,50.74,402-7372
28.03,17.88,10.32,2.11,58.34,337-9710
32.91,12.64,12.71,3.54,61.8,363-4967
17.19,22.37,6.2,1.97,47.73,400-5389
15.69,16.41,4.47,3.13,39.7,416-9162
28.71,10.53,11.98,0.78,52,414-6541
37.26,17.51,8.66,4.05,67.48,392-6647
30.28,20.64,10.93,3.51,65.36,343-2465
24.91,24.18,7.92,3.78,60.79,338-9171
29.29,22.63,10.27,3.19,65.38,405-4606
32.45,12.72,8.61,3.51,57.29,386-9711
39.46,27.8,10.19,2.94,80.39,327-8495
28.76,14.73,9.74,3.35,56.58,416-5660
21.05,27.12,10.69,1.97,60.83,370-3032
16.32,15.05,7.3,2.62,41.29,331-8462
15.88,21.42,8.5,2.94,48.74,414-4037
15.4,14.5,6.18,1.46,37.54,415-2865
25.99,21.81,7.81,1.43,57.04,362-2353
43.84,17.99,8.52,2.54,72.89,329-5114
14.48,19.58,10.96,2.43,47.45,351-1389
27.2,15.68,9.37,1.65,53.9,375-3668
31.09,24.85,6.4,3.11,65.45,375-5414
36.75,18.89,8.64,0.84,65.12,360-7079
44.49,15.45,4.54,0.89,65.37,344-9302
41,14.82,11.04,2.3,69.16,418-1775
30.12,10.5,9.59,2.27,52.48,401-2468
15.22,15.37,8.69,3.78,43.06,346-4984
34.05,16.81,6.8,2.81,60.47,351-2928
24.65,25.02,10.79,2.97,63.43,365-7774
27.12,10.17,7.83,1.84,46.96,358-3691
25.81,11.73,10.51,3.02,51.07,364-9059
29.95,20.06,6.86,2.86,59.73,356-7208
25.86,10.29,8.91,2.65,47.71,333-5551
27.42,18.75,10.11,2.59,58.87,362-6528
29.19,12.28,7.11,1.84,50.42,394-2560
47.41,16.17,11.48,3.16,78.22,367-3220
36.21,19.23,8.54,3,66.98,418-5708
41.29,14.53,7.98,1.3,65.1,421-2245
36.92,25.79,8.87,3.35,74.93,406-2242
29.9,24.24,6.79,3.51,64.44,347-6994
51.54,14.49,10.24,3.11,79.38,413-7468
40.61,15.91,8.15,3.19,67.86,389-6082
32.23,15.22,8.08,3.08,58.61,415-3689
22.66,21.06,9.86,3.05,56.63,379-2503
15.76,10.86,10.15,2.67,39.44,396-1106
30.12,21.16,9.04,2.32,62.64,379-4372
31.37,17.77,7.64,2.75,59.53,336-3738
29.94,13.55,12.11,3.27,58.87,380-2600
34.8,12.16,7.46,2.97,57.39,345-4473
24.41,11.42,9.7,4.19,49.72,380-9990
30.48,16.05,11.39,3.27,61.19,411-1045
23.34,18.04,6.87,2.84,51.09,413-5306
40.43,19,9.78,2.75,71.96,417-6906
34.63,18.39,6.94,2.05,62.01,331-4807
32.52,21.31,11.22,4.75,69.8,376-5375
35.55,17.43,5.37,2.11,60.46,361-9839
15.1,9.32,7.77,1.92,34.11,348-8679
16.52,13.23,11.77,3.35,44.87,403-6565
23.44,16.37,11.51,2.97,54.29,346-5287
38.13,15.78,7.17,2.7,63.78,413-6769
35.29,12.98,10.48,2.62,61.37,370-5042
45.58,10.24,9.94,3.89,69.65,397-9486
28.34,15.24,10.92,1.84,56.34,364-3286
45.41,15.33,10.38,4.67,75.79,420-8897
30.91,16.88,9.3,2.51,59.6,378-9506
25.01,16.97,7.23,3.7,52.91,399-6259
6.41,12.25,10.2,1.32,30.18,335-5806
31.45,19.12,9.56,3.08,63.21,401-6392
26.59,14.54,8.82,2.32,52.27,379-9859
40.68,16.63,10.47,2.94,70.72,415-4051
36.64,13.76,5.77,2.38,58.55,368-5612
