phone number,customer service calls,Number of complaint raised,Time for resolution,payment_made_but_order_not_placed_and_amount_is_deducted_from_my_bank_account,Billing_issue,Calls_are_not_going,drop_calls,No_internet_connection,order,payment_refund,recharge_offer_service_fraud,Slow_network_coverage,uninformed___unsubscribed_weekly_amount_deduction
379-8681,1,1,13,0,0,0,1,0,0,0,0,0,0
409-7034,0,0,0,0,0,0,0,0,0,0,0,0,0
358-1922,3,1,19,0,0,0,0,0,0,0,0,0,1
346-1629,0,0,0,0,0,0,0,0,0,0,0,0,0
347-1870,2,1,13,0,0,0,0,0,0,1,0,0,0
374-9576,4,2,47,0,1,0,0,0,1,0,0,0,0
380-1096,1,1,18,0,0,1,0,0,0,0,0,0,0
396-5790,1,1,11,0,0,0,0,0,0,0,0,1,0
356-5244,2,0,0,0,0,0,0,0,0,0,0,0,0
341-1412,0,0,0,0,0,0,0,0,0,0,0,0,0
387-7371,0,0,0,0,0,0,0,0,0,0,0,0,0
392-2555,4,1,30,0,0,0,0,1,0,0,0,0,0
403-9167,1,1,5,0,1,0,0,0,0,0,0,0,0
338-6550,0,0,0,0,0,0,0,0,0,0,0,0,0
357-5801,1,1,9,0,0,0,0,0,0,0,0,1,0
403-1953,2,1,29,1,0,0,0,0,0,0,0,0,0
357-6039,0,0,0,0,0,0,0,0,0,0,0,0,0
388-9653,1,1,10,0,0,0,0,0,0,0,0,0,1
359-2915,0,0,0,0,0,0,0,0,0,0,0,0,0
381-4562,0,0,0,0,0,0,0,0,0,0,0,0,0
406-2213,2,2,33,2,0,0,0,0,0,0,0,0,0
330-6436,3,3,75,1,1,0,0,0,0,1,0,0,0
332-4289,1,1,19,0,0,0,0,0,0,1,0,0,0
386-3596,3,2,54,0,0,1,0,0,0,0,0,1,0
337-3740,0,0,0,0,0,0,0,0,0,0,0,0,0
414-1496,1,1,19,0,1,0,0,0,0,0,0,0,0
349-7291,2,1,25,0,0,0,0,0,1,0,0,0,0
385-1985,1,1,6,0,0,0,1,0,0,0,0,0,0
329-7102,3,1,25,0,0,0,0,0,0,0,0,1,0
394-2553,3,2,37,0,0,0,1,0,0,0,0,0,1
339-1330,1,1,21,0,0,0,1,0,0,0,0,0,0
398-1959,1,1,14,1,0,0,0,0,0,0,0,0,0
408-7015,3,1,16,0,0,0,0,0,0,0,0,0,1
384-9254,1,1,13,0,1,0,0,0,0,0,0,0,0
355-9475,4,0,0,0,0,0,0,0,0,0,0,0,0
334-1337,1,1,15,0,0,0,0,0,0,1,0,0,0
359-1441,1,1,13,0,1,0,0,0,0,0,0,0,0
391-5442,1,1,3,0,0,0,0,0,0,0,0,0,1
374-1551,1,1,10,0,1,0,0,0,0,0,0,0,0
399-6233,4,1,15,0,1,0,0,0,0,0,0,0,0
337-4749,0,0,0,0,0,0,0,0,0,0,0,0,0
403-5552,0,0,0,0,0,0,0,0,0,0,0,0,0
405-3097,4,3,91,1,0,0,0,0,0,1,0,1,0
364-9240,1,1,2,0,0,1,0,0,0,0,0,0,0
404-9348,1,1,9,0,0,0,0,0,0,0,1,0,0
336-1462,3,1,22,0,0,1,0,0,0,0,0,0,0
364-8981,1,1,22,0,0,0,0,0,0,0,0,1,0
412-7606,1,1,6,0,0,1,0,0,0,0,0,0,0
380-6342,2,1,5,0,0,0,0,0,0,1,0,0,0
418-3017,2,2,27,0,0,0,0,0,0,0,0,1,1
367-3648,3,2,45,1,0,1,0,0,0,0,0,0,0
341-5892,0,0,0,0,0,0,0,0,0,0,0,0,0
334-4678,0,0,0,0,0,0,0,0,0,0,0,0,0
366-6751,1,1,9,0,1,0,0,0,0,0,0,0,0
397-8512,4,0,0,0,0,0,0,0,0,0,0,0,0
367-9495,1,1,13,0,1,0,0,0,0,0,0,0,0
379-2991,1,1,7,0,0,0,0,0,0,0,1,0,0
356-4832,3,1,28,0,0,0,0,0,0,0,0,0,1
413-4040,3,1,23,0,1,0,0,0,0,0,0,0,0
366-4444,0,0,0,0,0,0,0,0,0,0,0,0,0
394-3806,1,1,1,1,0,0,0,0,0,0,0,0,0
368-5647,0,0,0,0,0,0,0,0,0,0,0,0,0
412-1076,4,2,28,0,0,0,0,0,1,0,0,0,1
413-7655,1,1,8,0,0,0,0,1,0,0,0,0,0
371-2316,1,1,16,0,0,0,1,0,0,0,0,0,0
420-3346,4,2,38,0,0,1,0,0,0,0,1,0,0
367-3971,3,2,34,0,0,0,0,0,2,0,0,0,0
417-5813,0,0,0,0,0,0,0,0,0,0,0,0,0
421-8535,1,1,14,0,0,0,0,0,1,0,0,0,0
375-1721,0,0,0,0,0,0,0,0,0,0,0,0,0
331-8484,3,2,46,0,0,0,0,0,1,0,0,0,1
366-5829,4,2,47,0,0,0,1,0,0,0,1,0,0
367-7906,1,1,8,0,1,0,0,0,0,0,0,0,0
412-2520,6,2,65,0,1,1,0,0,0,0,0,0,0
386-9177,1,1,13,1,0,0,0,0,0,0,0,0,0
420-6780,0,0,0,0,0,0,0,0,0,0,0,0,0
401-1454,1,1,16,0,1,0,0,0,0,0,0,0,0
379-2508,1,1,24,0,0,0,0,0,0,1,0,0,0
353-3492,1,1,23,0,0,1,0,0,0,0,0,0,0
406-4840,0,0,0,0,0,0,0,0,0,0,0,0,0
391-7982,1,1,5,0,0,0,0,0,0,0,0,0,1
379-9821,0,0,0,0,0,0,0,0,0,0,0,0,0
398-7414,3,3,55,1,0,1,0,0,0,1,0,0,0
338-8566,1,1,17,0,0,0,0,0,0,0,1,0,0
397-3058,2,2,34,1,0,0,0,0,0,0,0,0,1
389-8096,2,0,0,0,0,0,0,0,0,0,0,0,0
393-6840,3,0,0,0,0,0,0,0,0,0,0,0,0
360-7404,0,0,0,0,0,0,0,0,0,0,0,0,0
411-5740,1,1,24,0,0,0,0,0,0,0,0,1,0
412-3726,1,1,3,0,0,0,1,0,0,0,0,0,0
372-7326,0,0,0,0,0,0,0,0,0,0,0,0,0
338-9873,2,0,0,0,0,0,0,0,0,0,0,0,0
383-4322,2,0,0,0,0,0,0,0,0,0,0,0,0
401-7654,2,1,15,0,0,0,1,0,0,0,0,0,0
410-5455,2,2,39,0,0,1,0,0,0,1,0,0,0
419-4310,1,1,5,1,0,0,0,0,0,0,0,0,0
367-2056,1,1,8,0,0,0,0,0,0,0,0,1,0
363-6695,1,1,17,0,0,0,1,0,0,0,0,0,0
374-6217,0,0,0,0,0,0,0,0,0,0,0,0,0
337-9569,1,1,2,0,1,0,0,0,0,0,0,0,0
350-9720,2,1,11,0,0,0,0,1,0,0,0,0,0
380-4080,0,0,0,0,0,0,0,0,0,0,0,0,0
333-7460,1,1,16,0,0,0,0,0,0,0,0,1,0
378-3722,4,1,13,0,0,0,0,0,0,0,0,1,0
353-9339,2,2,49,0,0,0,0,0,0,1,0,0,1
386-6535,0,0,0,0,0,0,0,0,0,0,0,0,0
403-5575,1,1,1,1,0,0,0,0,0,0,0,0,0
331-5962,1,1,4,0,0,0,0,0,1,0,0,0,0
390-9627,1,1,8,0,0,0,0,1,0,0,0,0,0
406-4560,1,1,24,0,0,0,0,0,0,0,0,1,0
359-6931,3,3,36,1,1,0,0,0,0,0,0,0,1
331-7342,1,1,12,0,0,0,0,1,0,0,0,0,0
367-2227,2,0,0,0,0,0,0,0,0,0,0,0,0
335-8836,0,0,0,0,0,0,0,0,0,0,0,0,0
398-6703,4,1,20,0,0,0,0,0,0,0,0,0,1
370-8379,4,3,63,0,1,0,0,0,0,0,0,2,0
335-3880,0,0,0,0,0,0,0,0,0,0,0,0,0
375-8761,2,1,16,0,1,0,0,0,0,0,0,0,0
367-1398,2,0,0,0,0,0,0,0,0,0,0,0,0
395-7857,2,1,19,0,1,0,0,0,0,0,0,0,0
398-8745,2,2,58,0,0,0,0,2,0,0,0,0,0
386-3717,1,1,14,0,0,0,0,0,0,0,0,1,0
330-1175,1,1,19,0,0,0,0,0,0,0,0,1,0
418-6752,1,1,19,0,0,0,0,0,0,0,1,0,0
349-6464,1,1,14,0,0,0,0,0,0,0,0,0,1
366-7331,0,0,0,0,0,0,0,0,0,0,0,0,0
361-8288,3,3,72,0,0,0,0,0,1,0,0,2,0
377-6635,0,0,0,0,0,0,0,0,0,0,0,0,0
408-1513,2,1,18,0,0,0,0,0,0,1,0,0,0
370-7546,1,1,15,0,0,0,0,1,0,0,0,0,0
389-4278,3,2,27,0,1,0,0,0,0,0,0,1,0
379-3012,1,1,6,0,0,0,0,1,0,0,0,0,0
355-3620,0,0,0,0,0,0,0,0,0,0,0,0,0
413-7743,0,0,0,0,0,0,0,0,0,0,0,0,0
372-2296,3,2,60,0,0,1,0,0,0,1,0,0,0
333-9728,0,0,0,0,0,0,0,0,0,0,0,0,0
415-6110,1,1,21,0,0,0,0,0,0,0,0,0,1
340-9803,0,0,0,0,0,0,0,0,0,0,0,0,0
400-7002,1,1,20,1,0,0,0,0,0,0,0,0,0
395-7435,1,1,15,1,0,0,0,0,0,0,0,0,0
336-7143,0,0,0,0,0,0,0,0,0,0,0,0,0
352-2175,3,1,14,0,0,0,0,1,0,0,0,0,0
346-6352,0,0,0,0,0,0,0,0,0,0,0,0,0
405-7467,1,1,3,1,0,0,0,0,0,0,0,0,0
379-8526,2,1,27,0,0,0,0,0,0,0,0,1,0
410-5713,1,1,16,0,0,0,1,0,0,0,0,0,0
408-5916,0,0,0,0,0,0,0,0,0,0,0,0,0
370-5626,2,1,26,0,0,0,0,0,0,1,0,0,0
408-1331,3,0,0,0,0,0,0,0,0,0,0,0,0
419-9688,1,1,10,0,0,0,0,0,0,0,0,0,1
343-5219,3,0,0,0,0,0,0,0,0,0,0,0,0
401-5586,1,1,10,0,0,0,0,0,0,0,0,1,0
377-9178,0,0,0,0,0,0,0,0,0,0,0,0,0
345-5639,0,0,0,0,0,0,0,0,0,0,0,0,0
336-3488,2,1,25,0,0,0,0,0,0,0,0,1,0
414-6426,2,1,10,0,0,0,0,0,0,0,0,1,0
335-5591,1,1,18,1,0,0,0,0,0,0,0,0,0
421-9144,1,1,23,0,0,0,0,0,0,0,0,0,1
422-7728,1,1,2,0,0,0,0,0,0,0,1,0,0
344-3466,4,3,72,1,0,0,0,0,0,1,0,1,0
398-7978,2,1,18,0,1,0,0,0,0,0,0,0,0
346-8368,0,0,0,0,0,0,0,0,0,0,0,0,0
392-2722,3,1,26,0,1,0,0,0,0,0,0,0,0
393-3274,1,1,17,0,0,0,0,0,0,0,0,1,0
339-4636,0,0,0,0,0,0,0,0,0,0,0,0,0
349-7138,3,1,9,0,0,1,0,0,0,0,0,0,0
363-3295,1,1,10,0,1,0,0,0,0,0,0,0,0
407-9830,0,0,0,0,0,0,0,0,0,0,0,0,0
333-8822,8,4,100,1,0,0,0,0,0,0,1,2,0
419-6418,2,2,32,0,0,0,1,0,0,1,0,0,0
351-8955,2,2,36,0,1,0,0,0,0,0,0,1,0
338-1840,1,1,22,0,0,0,0,0,0,0,0,0,1
336-6997,2,0,0,0,0,0,0,0,0,0,0,0,0
408-6266,1,1,15,0,0,0,1,0,0,0,0,0,0
332-4291,3,0,0,0,0,0,0,0,0,0,0,0,0
355-7895,3,2,39,0,0,0,0,1,1,0,0,0,0
348-2916,1,1,22,0,0,1,0,0,0,0,0,0,0
339-8132,1,1,10,1,0,0,0,0,0,0,0,0,0
374-1684,1,1,20,0,0,0,0,0,0,0,0,1,0
362-7604,2,1,17,0,0,0,0,0,0,0,1,0,0
389-3206,1,1,4,1,0,0,0,0,0,0,0,0,0
336-2829,2,1,19,1,0,0,0,0,0,0,0,0,0
403-8916,1,1,5,0,0,0,0,1,0,0,0,0,0
384-1135,1,1,14,0,0,0,0,0,0,0,0,1,0
390-2320,2,2,37,0,0,1,0,0,0,1,0,0,0
398-8578,2,1,30,0,0,1,0,0,0,0,0,0,0
393-9424,2,1,6,0,0,0,1,0,0,0,0,0,0
417-6330,3,0,0,0,0,0,0,0,0,0,0,0,0
340-6339,1,1,17,0,0,0,1,0,0,0,0,0,0
380-6571,2,0,0,0,0,0,0,0,0,0,0,0,0
368-6488,2,1,9,0,0,0,0,0,0,0,0,1,0
363-2193,1,1,4,0,0,0,0,1,0,0,0,0,0
328-1206,2,2,31,0,0,0,0,0,0,0,0,0,2
385-3540,0,0,0,0,0,0,0,0,0,0,0,0,0
337-7167,0,0,0,0,0,0,0,0,0,0,0,0,0
372-8405,3,2,35,0,0,0,0,0,0,0,1,0,1
377-1273,1,1,8,1,0,0,0,0,0,0,0,0,0
380-7816,4,3,57,0,0,0,2,0,0,1,0,0,0
402-6744,0,0,0,0,0,0,0,0,0,0,0,0,0
400-2181,2,1,18,0,0,0,1,0,0,0,0,0,0
366-1613,1,1,22,0,0,0,0,1,0,0,0,0,0
347-8205,2,1,25,0,0,0,0,0,0,0,0,0,1
328-2982,0,0,0,0,0,0,0,0,0,0,0,0,0
384-8723,4,1,24,0,0,0,0,0,0,0,1,0,0
341-7686,5,3,77,0,1,0,0,1,0,0,0,1,0
353-6038,0,0,0,0,0,0,0,0,0,0,0,0,0
416-8827,3,1,31,0,0,0,0,0,0,0,1,0,0
418-8450,3,2,44,0,0,0,0,0,1,0,1,0,0
385-7861,0,0,0,0,0,0,0,0,0,0,0,0,0
393-3507,1,1,14,0,0,1,0,0,0,0,0,0,0
372-5262,1,1,7,0,0,0,0,0,0,0,0,1,0
411-3095,2,1,24,0,0,0,0,0,1,0,0,0,0
331-5919,1,1,23,0,0,1,0,0,0,0,0,0,0
402-1556,1,1,19,0,0,0,0,0,0,1,0,0,0
349-7362,1,1,12,0,0,0,1,0,0,0,0,0,0
339-2734,1,1,3,0,0,0,0,0,0,0,0,0,1
330-4914,2,0,0,0,0,0,0,0,0,0,0,0,0
371-2500,0,0,0,0,0,0,0,0,0,0,0,0,0
335-3681,2,2,29,1,0,0,0,0,0,0,0,1,0
405-1132,0,0,0,0,0,0,0,0,0,0,0,0,0
399-9239,1,1,22,1,0,0,0,0,0,0,0,0,0
350-7227,2,0,0,0,0,0,0,0,0,0,0,0,0
384-6654,0,0,0,0,0,0,0,0,0,0,0,0,0
376-4271,2,0,0,0,0,0,0,0,0,0,0,0,0
391-8124,2,1,20,0,0,0,0,0,0,0,0,1,0
393-2524,2,0,0,0,0,0,0,0,0,0,0,0,0
384-4385,0,0,0,0,0,0,0,0,0,0,0,0,0
377-8266,2,1,18,0,1,0,0,0,0,0,0,0,0
345-1243,0,0,0,0,0,0,0,0,0,0,0,0,0
394-8086,1,1,24,0,0,1,0,0,0,0,0,0,0
348-9145,1,1,7,0,0,0,0,0,1,0,0,0,0
376-5201,0,0,0,0,0,0,0,0,0,0,0,0,0
356-2093,2,1,20,0,0,0,1,0,0,0,0,0,0
353-2080,0,0,0,0,0,0,0,0,0,0,0,0,0
397-7500,1,1,22,0,0,0,0,0,1,0,0,0,0
414-5786,0,0,0,0,0,0,0,0,0,0,0,0,0
388-4282,2,2,40,0,0,0,0,0,1,0,0,1,0
415-5132,1,1,20,0,0,0,0,0,0,1,0,0,0
352-4541,1,1,19,0,0,0,0,0,0,0,0,1,0
373-5928,1,1,8,0,0,0,0,1,0,0,0,0,0
406-7737,1,1,3,0,1,0,0,0,0,0,0,0,0
332-7607,1,1,1,0,0,0,0,0,0,1,0,0,0
359-7788,3,2,46,0,0,0,0,2,0,0,0,0,0
384-1549,1,1,1,0,0,0,0,0,0,0,1,0,0
352-8508,2,0,0,0,0,0,0,0,0,0,0,0,0
404-1002,2,1,22,0,1,0,0,0,0,0,0,0,0
414-2905,0,0,0,0,0,0,0,0,0,0,0,0,0
380-9849,1,1,6,0,0,0,0,0,0,0,1,0,0
387-6498,1,1,14,0,0,0,0,0,0,0,0,1,0
360-6024,0,0,0,0,0,0,0,0,0,0,0,0,0
352-5815,1,1,23,0,0,0,1,0,0,0,0,0,0
366-2273,2,1,26,1,0,0,0,0,0,0,0,0,0
414-9119,1,1,6,0,0,0,1,0,0,0,0,0,0
409-8796,1,1,22,0,0,0,0,1,0,0,0,0,0
337-2442,1,1,1,0,0,1,0,0,0,0,0,0,0
404-1931,1,1,19,0,0,0,0,1,0,0,0,0,0
367-9765,1,1,20,1,0,0,0,0,0,0,0,0,0
378-7299,2,0,0,0,0,0,0,0,0,0,0,0,0
410-5192,3,3,49,0,0,0,1,0,0,0,0,2,0
405-1108,1,1,23,0,0,0,0,0,0,1,0,0,0
392-1734,3,2,44,0,0,1,0,0,0,0,0,1,0
395-6030,3,2,62,0,1,0,0,0,0,0,0,0,1
330-5168,0,0,0,0,0,0,0,0,0,0,0,0,0
334-3142,2,1,9,0,0,0,0,1,0,0,0,0,0
362-9983,2,0,0,0,0,0,0,0,0,0,0,0,0
414-2606,1,1,18,0,1,0,0,0,0,0,0,0,0
402-4501,0,0,0,0,0,0,0,0,0,0,0,0,0
387-2604,0,0,0,0,0,0,0,0,0,0,0,0,0
400-3343,3,2,55,0,0,0,0,0,1,0,0,0,1
353-2450,2,1,22,0,0,0,1,0,0,0,0,0,0
406-2032,3,1,30,0,0,0,0,0,0,0,1,0,0
409-4462,1,1,23,0,0,0,1,0,0,0,0,0,0
392-5941,0,0,0,0,0,0,0,0,0,0,0,0,0
334-9182,3,1,30,0,0,0,1,0,0,0,0,0,0
346-3445,2,1,18,0,0,0,0,0,0,0,0,1,0
368-9507,0,0,0,0,0,0,0,0,0,0,0,0,0
382-3966,4,3,81,1,0,0,0,0,1,0,1,0,0
334-5844,0,0,0,0,0,0,0,0,0,0,0,0,0
362-9411,2,1,23,0,1,0,0,0,0,0,0,0,0
390-3565,3,0,0,0,0,0,0,0,0,0,0,0,0
417-4810,1,1,9,1,0,0,0,0,0,0,0,0,0
384-3389,2,2,19,0,1,0,0,0,0,0,0,1,0
414-9717,0,0,0,0,0,0,0,0,0,0,0,0,0
357-1700,0,0,0,0,0,0,0,0,0,0,0,0,0
376-7207,1,1,7,0,0,0,0,1,0,0,0,0,0
368-7706,4,1,11,0,0,1,0,0,0,0,0,0,0
346-4216,0,0,0,0,0,0,0,0,0,0,0,0,0
370-9533,0,0,0,0,0,0,0,0,0,0,0,0,0
372-1493,1,1,14,0,1,0,0,0,0,0,0,0,0
387-6031,1,1,18,0,0,0,0,0,0,0,0,1,0
366-6248,2,1,5,0,0,0,0,0,0,1,0,0,0
369-3756,0,0,0,0,0,0,0,0,0,0,0,0,0
363-1719,1,1,15,0,0,0,0,0,0,0,1,0,0
402-6666,2,1,26,0,0,0,0,0,0,0,0,0,1
408-9779,1,1,21,0,0,0,0,0,1,0,0,0,0
407-2441,2,1,17,0,0,0,0,0,1,0,0,0,0
384-5027,2,0,0,0,0,0,0,0,0,0,0,0,0
380-3161,2,1,17,1,0,0,0,0,0,0,0,0,0
360-8135,0,0,0,0,0,0,0,0,0,0,0,0,0
399-5426,0,0,0,0,0,0,0,0,0,0,0,0,0
385-2564,2,2,31,0,0,1,0,0,0,0,1,0,0
337-8618,4,1,22,0,0,0,0,0,1,0,0,0,0
354-8491,1,1,4,0,0,0,0,1,0,0,0,0,0
394-6278,2,1,17,0,1,0,0,0,0,0,0,0,0
405-2276,6,3,76,0,0,1,0,0,0,2,0,0,0
376-1000,2,1,29,0,0,0,0,0,0,0,1,0,0
397-1659,3,2,24,0,0,0,0,0,0,0,0,1,1
379-3953,1,1,5,0,0,0,0,0,0,0,0,1,0
418-6512,1,1,3,0,0,0,0,0,0,1,0,0,0
392-5296,3,1,13,0,0,0,0,1,0,0,0,0,0
355-3814,1,1,15,0,0,0,0,0,0,0,0,1,0
375-2098,3,2,36,0,0,0,0,0,2,0,0,0,0
372-7990,0,0,0,0,0,0,0,0,0,0,0,0,0
356-4558,1,1,18,0,0,0,0,0,0,0,0,0,1
398-5788,0,0,0,0,0,0,0,0,0,0,0,0,0
390-4003,0,0,0,0,0,0,0,0,0,0,0,0,0
332-8103,1,1,19,0,1,0,0,0,0,0,0,0,0
406-9926,1,1,23,0,0,0,0,0,0,1,0,0,0
418-2402,1,1,1,1,0,0,0,0,0,0,0,0,0
384-3299,1,1,12,1,0,0,0,0,0,0,0,0,0
378-9090,1,1,24,0,0,0,0,0,0,1,0,0,0
350-6473,3,1,9,1,0,0,0,0,0,0,0,0,0
379-4583,1,1,11,0,0,0,0,1,0,0,0,0,0
411-5078,2,1,27,0,0,0,0,0,0,0,0,1,0
347-4982,2,2,52,0,0,1,0,0,0,0,0,0,1
341-9274,0,0,0,0,0,0,0,0,0,0,0,0,0
353-7461,3,1,19,0,0,0,0,0,0,1,0,0,0
371-7366,1,1,20,0,0,0,0,0,1,0,0,0,0
395-7923,5,2,49,0,0,0,1,0,0,0,0,0,1
351-8398,1,1,5,1,0,0,0,0,0,0,0,0,0
329-2204,2,0,0,0,0,0,0,0,0,0,0,0,0
407-7507,3,2,34,0,0,0,1,0,1,0,0,0,0
405-8075,2,0,0,0,0,0,0,0,0,0,0,0,0
390-9698,0,0,0,0,0,0,0,0,0,0,0,0,0
403-4917,1,1,13,0,0,0,0,0,0,0,0,0,1
391-6709,1,1,15,0,0,0,0,0,1,0,0,0,0
389-5988,1,1,4,0,0,0,0,1,0,0,0,0,0
372-1534,2,2,26,1,0,0,0,0,1,0,0,0,0
395-6369,2,1,12,0,0,0,1,0,0,0,0,0,0
400-3197,5,4,86,0,1,1,0,1,0,0,0,0,1
377-4169,1,1,16,0,0,0,0,0,0,1,0,0,0
384-5343,0,0,0,0,0,0,0,0,0,0,0,0,0
338-4472,2,1,6,0,0,0,0,0,0,0,0,1,0
332-2126,1,1,12,0,0,0,0,0,0,0,0,0,1
349-2157,1,1,15,0,0,0,0,0,0,0,0,0,1
393-4823,0,0,0,0,0,0,0,0,0,0,0,0,0
385-2683,2,1,18,0,1,0,0,0,0,0,0,0,0
345-8350,1,1,17,0,0,0,0,1,0,0,0,0,0
334-4506,1,1,9,0,0,0,1,0,0,0,0,0,0
332-3544,2,0,0,0,0,0,0,0,0,0,0,0,0
380-5102,2,2,23,0,0,0,0,1,0,0,0,1,0
395-6149,3,2,43,0,0,0,0,0,0,1,0,1,0
398-8122,2,0,0,0,0,0,0,0,0,0,0,0,0
334-4438,3,1,16,0,0,0,0,0,0,0,0,0,1
384-7459,3,2,18,0,0,0,0,0,0,1,0,1,0
368-3931,1,1,9,0,0,0,0,0,0,0,0,0,1
353-1352,1,1,4,0,0,1,0,0,0,0,0,0,0
348-5725,2,1,11,1,0,0,0,0,0,0,0,0,0
365-2008,1,1,19,0,0,0,0,0,0,0,1,0,0
393-3635,1,1,19,0,0,0,0,0,0,0,0,1,0
380-8727,7,2,68,1,0,0,0,1,0,0,0,0,0
381-2376,2,1,19,0,0,0,0,0,0,0,1,0,0
365-8114,1,1,15,0,0,0,0,1,0,0,0,0,0
415-5008,1,1,7,0,1,0,0,0,0,0,0,0,0
392-8318,0,0,0,0,0,0,0,0,0,0,0,0,0
401-4007,4,3,90,1,0,0,0,0,0,0,2,0,0
338-7709,2,0,0,0,0,0,0,0,0,0,0,0,0
374-1981,2,2,46,0,0,0,0,0,1,1,0,0,0
333-5101,4,3,68,0,0,0,0,0,1,0,0,2,0
345-3734,2,2,49,1,0,0,0,0,0,0,0,0,1
384-5004,1,1,10,0,1,0,0,0,0,0,0,0,0
341-9396,3,2,32,0,0,0,0,0,0,0,0,0,2
408-6302,1,1,19,0,1,0,0,0,0,0,0,0,0
348-7193,5,2,50,0,0,0,1,0,0,0,0,1,0
417-4063,4,3,78,1,0,0,1,0,0,0,0,0,1
375-6911,3,2,46,0,1,0,0,0,0,1,0,0,0
358-3604,2,1,15,0,0,0,0,1,0,0,0,0,0
339-7485,0,0,0,0,0,0,0,0,0,0,0,0,0
368-3078,4,3,72,0,0,1,0,0,0,0,1,0,1
418-7055,5,3,91,0,1,0,0,0,0,0,2,0,0
386-9981,3,2,19,0,1,0,0,0,0,0,0,1,0
366-2541,0,0,0,0,0,0,0,0,0,0,0,0,0
335-3110,1,1,4,1,0,0,0,0,0,0,0,0,0
400-7809,1,1,21,0,0,0,0,1,0,0,0,0,0
404-3106,2,0,0,0,0,0,0,0,0,0,0,0,0
333-2337,2,0,0,0,0,0,0,0,0,0,0,0,0
353-6482,1,1,1,0,1,0,0,0,0,0,0,0,0
397-8162,1,1,9,0,0,0,0,0,0,0,1,0,0
380-6722,1,1,17,1,0,0,0,0,0,0,0,0,0
329-2918,2,1,5,0,0,0,0,0,0,0,1,0,0
348-8022,1,1,21,0,0,0,0,0,0,0,1,0,0
388-4459,2,1,27,0,0,0,0,0,0,0,0,0,1
358-3114,1,1,5,0,0,0,0,0,0,1,0,0,0
343-9654,1,1,16,0,0,0,0,1,0,0,0,0,0
401-9909,4,3,73,0,0,0,0,1,0,1,0,0,1
404-9978,2,1,15,0,0,0,0,0,0,0,0,0,1
397-8011,2,1,11,0,0,0,0,0,0,1,0,0,0
341-8719,0,0,0,0,0,0,0,0,0,0,0,0,0
408-1242,3,1,25,0,0,0,0,0,0,0,0,0,1
406-7726,0,0,0,0,0,0,0,0,0,0,0,0,0
351-2773,1,1,17,0,1,0,0,0,0,0,0,0,0
368-6174,0,0,0,0,0,0,0,0,0,0,0,0,0
334-5029,1,1,4,0,0,0,1,0,0,0,0,0,0
413-1789,0,0,0,0,0,0,0,0,0,0,0,0,0
414-1246,0,0,0,0,0,0,0,0,0,0,0,0,0
330-4978,2,1,10,0,0,1,0,0,0,0,0,0,0
386-1631,0,0,0,0,0,0,0,0,0,0,0,0,0
363-1208,3,1,9,0,1,0,0,0,0,0,0,0,0
334-5263,1,1,12,0,0,0,0,0,0,1,0,0,0
361-4137,1,1,21,0,0,0,0,0,0,0,0,1,0
374-8187,0,0,0,0,0,0,0,0,0,0,0,0,0
370-1525,0,0,0,0,0,0,0,0,0,0,0,0,0
355-3801,1,1,8,0,0,0,0,0,0,0,1,0,0
392-5605,1,1,15,0,0,0,0,0,1,0,0,0,0
363-1366,1,1,2,0,0,0,0,0,1,0,0,0,0
358-5274,3,1,21,0,1,0,0,0,0,0,0,0,0
376-9607,1,1,3,0,0,0,1,0,0,0,0,0,0
374-1213,1,1,22,1,0,0,0,0,0,0,0,0,0
421-8537,0,0,0,0,0,0,0,0,0,0,0,0,0
351-5576,2,1,23,0,0,0,0,0,0,0,1,0,0
407-7258,2,1,17,0,0,0,0,0,0,0,1,0,0
405-4420,1,1,16,1,0,0,0,0,0,0,0,0,0
340-2855,1,1,2,0,0,0,0,0,0,0,0,0,1
342-8002,2,0,0,0,0,0,0,0,0,0,0,0,0
355-6826,0,0,0,0,0,0,0,0,0,0,0,0,0
402-3886,0,0,0,0,0,0,0,0,0,0,0,0,0
336-5900,2,2,47,0,0,0,0,0,0,0,0,0,2
339-7684,1,1,22,0,0,0,0,0,0,0,1,0,0
390-2433,0,0,0,0,0,0,0,0,0,0,0,0,0
360-7246,1,1,5,0,0,0,0,0,0,0,0,1,0
335-6508,0,0,0,0,0,0,0,0,0,0,0,0,0
348-6720,4,0,0,0,0,0,0,0,0,0,0,0,0
406-6400,2,2,57,0,2,0,0,0,0,0,0,0,0
390-7370,2,1,19,0,1,0,0,0,0,0,0,0,0
390-5055,2,1,12,0,0,0,0,0,0,0,0,0,1
405-7542,2,1,5,0,0,0,0,0,0,1,0,0,0
364-4927,0,0,0,0,0,0,0,0,0,0,0,0,0
329-3458,2,2,51,0,0,0,0,0,0,1,0,0,1
331-3842,1,1,10,0,1,0,0,0,0,0,0,0,0
343-4147,1,1,14,0,0,1,0,0,0,0,0,0,0
335-2274,1,1,13,0,0,0,0,0,0,0,0,0,1
343-3227,0,0,0,0,0,0,0,0,0,0,0,0,0
336-6907,0,0,0,0,0,0,0,0,0,0,0,0,0
331-1391,3,2,38,1,0,0,0,0,0,0,1,0,0
360-1643,2,0,0,0,0,0,0,0,0,0,0,0,0
410-2518,1,1,24,1,0,0,0,0,0,0,0,0,0
