churn,state,account length,area code,phone number,account (days),Age,Gender,Occupation,Joining date,Subsciption renewal date
FALSE,DC,115,510,406-6669,805,51,Female,Middle Management,4/4/2016,4/4/2018
FALSE,MN,61,415,409-8802,427,44,Male,Sr Managers,17/04/2017,17/04/2019
FALSE,IA,143,510,354-6183,1001,48,Female,Middle Management,21/09/2015,20/09/2017
FALSE,KS,110,510,354-2434,770,72,Female,Retire,9/5/2016,9/5/2018
FALSE,ND,104,415,389-7620,728,51,Male,Middle Management,20/06/2016,20/06/2018
FALSE,MT,16,510,338-1724,112,24,Female,Retire,26/02/2018,26/02/2020
FALSE,IL,183,510,399-1750,1281,58,Female,Senior Professional,15/12/2014,14/12/2016
FALSE,DC,147,408,354-8914,1029,72,Male,Retire,24/08/2015,23/08/2017
TRUE,KY,58,415,409-2983,406,58,Female,Senior Professional,8/5/2017,8/5/2019
FALSE,MS,102,510,329-9689,714,29,Female,student,4/7/2016,4/7/2018
FALSE,TN,123,415,337-8950,861,70,Male,Retire,8/2/2016,7/2/2018
FALSE,IA,64,415,374-1836,448,68,Female,Retire,27/03/2017,27/03/2019
FALSE,AK,103,510,359-9454,721,36,Male,Senior Professional,27/06/2016,27/06/2018
TRUE,MN,152,415,378-9542,1064,23,Female,Middle Management,20/07/2015,19/07/2017
TRUE,WV,124,415,344-1970,868,60,Female,Retire,1/2/2016,31/01/2018
FALSE,OR,97,415,417-2774,679,47,Male,Middle Management,8/8/2016,8/8/2018
TRUE,MS,131,415,333-9002,917,32,Male,Retire,14/12/2015,13/12/2017
FALSE,ME,57,415,369-8576,399,55,Female,Senior Professional,15/05/2017,15/05/2019
FALSE,MN,157,510,372-6920,1099,72,Female,Retire,15/06/2015,14/06/2017
FALSE,GA,194,510,333-6575,1358,52,Female,Senior Professional,29/09/2014,28/09/2016
FALSE,DC,66,415,410-1190,462,70,Male,Retire,13/03/2017,13/03/2019
FALSE,GA,155,510,376-1641,1085,34,Female,Middle Management,29/06/2015,28/06/2017
TRUE,NY,123,415,329-6731,861,34,Male,Middle Management,8/2/2016,7/2/2018
FALSE,OK,116,510,393-3976,812,56,Female,Senior Professional,28/03/2016,28/03/2018
FALSE,OK,63,415,388-7355,441,23,Female,Senior Professional,3/4/2017,3/4/2019
FALSE,GA,64,510,412-7791,448,36,Male,Retire,27/03/2017,27/03/2019
FALSE,NJ,96,510,368-6111,672,57,Male,Senior Professional,15/08/2016,15/08/2018
FALSE,MN,53,415,401-9420,371,58,Male,Senior Professional,12/6/2017,12/6/2019
FALSE,ME,105,510,352-5750,735,28,Female,Senior Professional,13/06/2016,13/06/2018
FALSE,MI,53,510,417-3702,371,48,Male,Middle Management,12/6/2017,12/6/2019
FALSE,MT,101,415,353-5714,707,65,Male,Retire,11/7/2016,11/7/2018
FALSE,NE,129,510,409-9494,903,49,Female,Middle Management,28/12/2015,27/12/2017
TRUE,ND,122,408,395-1901,854,22,Male,student,15/02/2016,14/02/2018
FALSE,VA,163,415,378-8342,1141,47,Female,Middle Management,4/5/2015,3/5/2017
FALSE,VT,93,408,417-6044,651,51,Male,Middle Management,5/9/2016,5/9/2018
TRUE,OH,115,510,348-1163,805,19,Female,student,4/4/2016,4/4/2018
TRUE,AL,25,408,337-4600,175,19,Female,student,25/12/2017,25/12/2019
FALSE,DC,73,408,355-5922,511,37,Female,Sr Managers,23/01/2017,23/01/2019
FALSE,ND,120,415,369-5810,840,34,Male,student,29/02/2016,28/02/2018
FALSE,TN,196,415,340-8291,1372,38,Male,student,15/09/2014,14/09/2016
TRUE,DE,97,510,354-7397,679,31,Male,student,8/8/2016,8/8/2018
FALSE,NY,148,408,407-7464,1036,55,Female,Senior Professional,17/08/2015,16/08/2017
FALSE,AL,85,408,386-6411,595,65,Male,Retire,31/10/2016,31/10/2018
TRUE,OK,86,510,397-3746,602,68,Female,Retire,24/10/2016,24/10/2018
FALSE,MS,78,415,410-5236,546,48,Female,Middle Management,19/12/2016,19/12/2018
FALSE,MD,106,415,409-2412,742,30,Male,Sr Managers,6/6/2016,6/6/2018
FALSE,NE,147,415,400-7280,1029,55,Male,Senior Professional,24/08/2015,23/08/2017
TRUE,AR,145,415,332-5820,1015,32,Female,Sr Managers,7/9/2015,6/9/2017
FALSE,IL,91,415,373-4483,637,52,Female,Senior Professional,19/09/2016,19/09/2018
FALSE,IN,81,408,347-6717,567,60,Male,Retire,28/11/2016,28/11/2018
FALSE,UT,116,415,380-2929,812,35,Male,student,28/03/2016,28/03/2018
FALSE,LA,69,415,420-7692,483,74,Male,Retire,20/02/2017,20/02/2019
FALSE,ID,135,510,380-6437,945,28,Male,student,16/11/2015,15/11/2017
FALSE,KY,73,510,377-8309,511,59,Female,Senior Professional,23/01/2017,23/01/2019
FALSE,MI,48,415,407-2718,336,35,Male,student,17/07/2017,17/07/2019
TRUE,NH,125,415,357-1938,875,23,Female,Senior Professional,25/01/2016,24/01/2018
FALSE,WV,100,415,381-3735,700,74,Male,Retire,18/07/2016,18/07/2018
FALSE,OR,165,415,409-8453,1155,23,Male,student,20/04/2015,19/04/2017
FALSE,SD,64,415,395-6758,448,45,Male,Middle Management,27/03/2017,27/03/2019
FALSE,MD,116,510,399-5424,812,42,Male,Sr Managers,28/03/2016,28/03/2018
TRUE,ND,147,408,409-4671,1029,24,Male,Sr Managers,24/08/2015,23/08/2017
FALSE,TN,115,415,374-6525,805,70,Male,Retire,4/4/2016,4/4/2018
FALSE,MO,84,415,406-8665,588,71,Male,Retire,7/11/2016,7/11/2018
FALSE,IL,86,510,342-7716,602,61,Male,Retire,24/10/2016,24/10/2018
FALSE,UT,134,415,417-2221,938,56,Female,Senior Professional,23/11/2015,22/11/2017
TRUE,MI,105,415,376-5213,735,70,Female,Retire,13/06/2016,13/06/2018
FALSE,AR,88,408,348-7448,616,70,Female,Retire,10/10/2016,10/10/2018
FALSE,TX,90,408,328-8179,630,58,Male,Senior Professional,26/09/2016,26/09/2018
FALSE,AK,86,408,389-4602,602,33,Male,Senior Professional,24/10/2016,24/10/2018
FALSE,TN,37,415,413-2238,259,54,Female,Senior Professional,2/10/2017,2/10/2019
TRUE,NH,141,415,402-3370,987,31,Female,Middle Management,5/10/2015,4/10/2017
FALSE,NM,148,408,348-6008,1036,25,Male,student,17/08/2015,16/08/2017
FALSE,MN,163,408,371-5655,1141,70,Female,Retire,4/5/2015,3/5/2017
FALSE,IA,89,415,374-5224,623,19,Female,student,3/10/2016,3/10/2018
FALSE,RI,63,415,371-1187,441,57,Female,Senior Professional,3/4/2017,3/4/2019
FALSE,AL,102,415,337-1100,714,57,Female,Senior Professional,4/7/2016,4/7/2018
FALSE,NC,76,510,421-8141,532,73,Male,Retire,2/1/2017,2/1/2019
FALSE,SD,104,408,406-2678,728,25,Male,Middle Management,20/06/2016,20/06/2018
FALSE,MT,109,510,415-9649,763,35,Female,Retire,16/05/2016,16/05/2018
FALSE,HI,105,510,364-8128,735,38,Male,student,13/06/2016,13/06/2018
FALSE,MT,63,415,356-7817,441,37,Female,Middle Management,3/4/2017,3/4/2019
FALSE,KY,105,415,404-6357,735,58,Female,Senior Professional,13/06/2016,13/06/2018
FALSE,DC,68,415,398-2138,476,74,Female,Retire,27/02/2017,27/02/2019
FALSE,CO,63,408,378-8029,441,67,Male,Retire,3/4/2017,3/4/2019
FALSE,MI,74,415,386-4215,518,35,Female,Sr Managers,16/01/2017,16/01/2019
FALSE,AL,76,415,367-8156,532,21,Male,student,2/1/2017,2/1/2019
TRUE,KS,91,408,382-8079,637,27,Female,Retire,19/09/2016,19/09/2018
FALSE,NC,101,415,354-2985,707,46,Male,Middle Management,11/7/2016,11/7/2018
TRUE,SC,116,408,373-6922,812,42,Female,Sr Managers,28/03/2016,28/03/2018
FALSE,CO,131,415,397-7125,917,58,Female,Senior Professional,14/12/2015,13/12/2017
FALSE,MN,84,415,333-6296,588,53,Female,Senior Professional,7/11/2016,7/11/2018
FALSE,WY,104,415,365-6022,728,65,Female,Retire,20/06/2016,20/06/2018
FALSE,FL,108,510,365-1688,756,36,Male,Middle Management,23/05/2016,23/05/2018
FALSE,NY,111,415,382-4872,777,75,Female,Retire,2/5/2016,2/5/2018
FALSE,OK,155,408,367-6136,1085,25,Female,Middle Management,29/06/2015,28/06/2017
FALSE,ME,66,510,404-3592,462,25,Female,Retire,13/03/2017,13/03/2019
FALSE,NE,64,510,415-2949,448,75,Female,Retire,27/03/2017,27/03/2019
FALSE,OH,69,415,375-8880,483,30,Female,student,20/02/2017,20/02/2019
FALSE,CT,116,415,335-6832,812,31,Female,Middle Management,28/03/2016,28/03/2018
FALSE,DC,101,415,361-8367,707,41,Female,Sr Managers,11/7/2016,11/7/2018
FALSE,OK,15,415,408-2002,105,19,Female,student,5/3/2018,4/3/2020
TRUE,NJ,88,415,347-8659,616,52,Female,Senior Professional,10/10/2016,10/10/2018
FALSE,IA,197,415,376-2922,1379,58,Female,Senior Professional,8/9/2014,7/9/2016
TRUE,VA,50,415,382-2182,350,71,Female,Retire,3/7/2017,3/7/2019
FALSE,VA,172,510,408-2089,1204,44,Female,Sr Managers,2/3/2015,1/3/2017
TRUE,NM,188,415,369-6890,1316,64,Female,Retire,10/11/2014,9/11/2016
FALSE,FL,85,408,347-2951,595,25,Female,Sr Managers,31/10/2016,31/10/2018
TRUE,RI,103,510,420-6324,721,19,Male,student,27/06/2016,27/06/2018
FALSE,NJ,136,408,402-7650,952,35,Female,Middle Management,9/11/2015,8/11/2017
FALSE,NE,155,408,391-2702,1085,58,Female,Senior Professional,29/06/2015,28/06/2017
FALSE,WV,145,415,383-3375,1015,19,Male,student,7/9/2015,6/9/2017
FALSE,WY,116,510,392-2733,812,58,Male,Senior Professional,28/03/2016,28/03/2018
FALSE,SC,152,408,397-9933,1064,65,Male,Retire,20/07/2015,19/07/2017
TRUE,MS,65,415,383-9306,455,20,Male,student,20/03/2017,20/03/2019
TRUE,ND,180,415,369-1929,1260,69,Female,Retire,5/1/2015,4/1/2017
FALSE,IL,67,415,369-4377,469,25,Male,Retire,6/3/2017,6/3/2019
FALSE,OR,60,415,366-9430,420,51,Female,Middle Management,24/04/2017,24/04/2019
FALSE,UT,138,510,353-7407,966,22,Male,student,26/10/2015,25/10/2017
TRUE,IA,44,415,359-7426,308,20,Male,student,14/08/2017,14/08/2019
FALSE,ME,25,510,332-7391,175,66,Male,Retire,25/12/2017,25/12/2019
FALSE,WY,145,408,405-6559,1015,30,Female,Sr Managers,7/9/2015,6/9/2017
FALSE,WI,122,510,338-8784,854,68,Male,Retire,15/02/2016,14/02/2018
TRUE,SC,121,415,415-6347,847,74,Female,Retire,22/02/2016,21/02/2018
FALSE,DC,55,510,354-5058,385,52,Male,Senior Professional,29/05/2017,29/05/2019
FALSE,CT,77,415,342-5701,539,49,Female,Middle Management,26/12/2016,26/12/2018
FALSE,OR,12,415,378-4179,84,22,Male,student,26/03/2018,25/03/2020
FALSE,OR,64,510,407-6391,448,50,Male,Middle Management,27/03/2017,27/03/2019
FALSE,NV,92,415,404-3105,644,54,Female,Senior Professional,12/9/2016,12/9/2018
TRUE,MN,125,415,390-9735,875,68,Female,Retire,25/01/2016,24/01/2018
FALSE,OK,160,408,350-4820,1120,68,Male,Retire,25/05/2015,24/05/2017
FALSE,KS,79,415,383-8807,553,74,Female,Retire,12/12/2016,12/12/2018
FALSE,RI,36,415,366-8382,252,51,Male,Middle Management,9/10/2017,9/10/2019
FALSE,DC,102,415,402-9704,714,64,Female,Retire,4/7/2016,4/7/2018
FALSE,IL,138,408,405-2209,966,29,Female,Middle Management,26/10/2015,25/10/2017
FALSE,UT,164,510,397-3939,1148,65,Male,Retire,27/04/2015,26/04/2017
TRUE,MN,125,415,343-2689,875,68,Male,Retire,25/01/2016,24/01/2018
FALSE,WI,72,408,383-9448,504,75,Male,Retire,30/01/2017,30/01/2019
TRUE,MI,74,415,359-6232,518,43,Female,Sr Managers,16/01/2017,16/01/2019
FALSE,MI,134,415,369-9772,938,32,Female,Middle Management,23/11/2015,22/11/2017
FALSE,MA,145,415,381-7003,1015,73,Female,Retire,7/9/2015,6/9/2017
FALSE,AL,136,510,352-6732,952,51,Female,Middle Management,9/11/2015,8/11/2017
TRUE,SC,209,510,388-7540,1463,55,Male,Senior Professional,16/06/2014,15/06/2016
FALSE,WI,66,415,356-3333,462,64,Female,Retire,13/03/2017,13/03/2019
FALSE,VT,152,510,333-9664,1064,46,Male,Middle Management,20/07/2015,19/07/2017
FALSE,CT,162,408,363-3763,1134,24,Female,Sr Managers,11/5/2015,10/5/2017
FALSE,OR,72,510,345-7900,504,56,Male,Senior Professional,30/01/2017,30/01/2019
FALSE,HI,101,415,400-5511,707,31,Male,Sr Managers,11/7/2016,11/7/2018
FALSE,WV,125,415,381-7597,875,50,Female,Middle Management,25/01/2016,24/01/2018
FALSE,RI,46,408,404-9775,322,19,Male,student,31/07/2017,31/07/2019
TRUE,MI,132,408,389-4608,924,38,Male,Sr Managers,7/12/2015,6/12/2017
FALSE,ME,193,415,403-1742,1351,67,Female,Retire,6/10/2014,5/10/2016
TRUE,WV,63,510,328-9797,441,73,Female,Retire,3/4/2017,3/4/2019
FALSE,NE,124,510,359-9223,868,36,Male,Middle Management,1/2/2016,31/01/2018
FALSE,DC,144,415,336-7696,1008,68,Male,Retire,14/09/2015,13/09/2017
FALSE,NH,116,408,369-2214,812,56,Male,Senior Professional,28/03/2016,28/03/2018
FALSE,MD,189,415,411-1325,1323,61,Female,Retire,3/11/2014,2/11/2016
FALSE,NH,97,408,410-7553,679,27,Female,student,8/8/2016,8/8/2018
FALSE,WV,137,510,376-4284,959,28,Female,Sr Managers,2/11/2015,1/11/2017
FALSE,IL,142,415,334-2800,994,21,Male,student,28/09/2015,27/09/2017
FALSE,OK,84,510,369-1904,588,38,Male,student,7/11/2016,7/11/2018
FALSE,NH,119,415,359-3833,833,62,Female,Retire,7/3/2016,7/3/2018
FALSE,MI,158,415,348-5569,1106,45,Male,Middle Management,8/6/2015,7/6/2017
FALSE,ND,50,415,342-1960,350,22,Female,student,3/7/2017,3/7/2019
FALSE,LA,98,408,352-9050,686,62,Male,Retire,1/8/2016,1/8/2018
FALSE,HI,101,415,390-5316,707,57,Female,Senior Professional,11/7/2016,11/7/2018
TRUE,NJ,182,415,418-8568,1274,44,Male,Sr Managers,22/12/2014,21/12/2016
FALSE,WV,51,408,401-4844,357,49,Male,Middle Management,26/06/2017,26/06/2019
FALSE,NC,117,510,376-5471,819,52,Female,Senior Professional,21/03/2016,21/03/2018
FALSE,PA,92,415,409-2917,644,61,Male,Retire,12/9/2016,12/9/2018
FALSE,MI,86,408,369-6308,602,53,Male,Senior Professional,24/10/2016,24/10/2018
FALSE,WY,122,415,357-7385,854,65,Male,Retire,15/02/2016,14/02/2018
FALSE,NJ,156,408,405-7119,1092,30,Female,Retire,22/06/2015,21/06/2017
TRUE,NJ,127,510,405-3309,889,69,Female,Retire,11/1/2016,10/1/2018
TRUE,NC,130,408,384-4938,910,46,Male,Middle Management,21/12/2015,20/12/2017
FALSE,NM,158,408,377-2725,1106,34,Female,Sr Managers,8/6/2015,7/6/2017
FALSE,MS,145,510,405-6398,1015,63,Male,Retire,7/9/2015,6/9/2017
TRUE,TX,90,415,355-9366,630,30,Male,Senior Professional,26/09/2016,26/09/2018
FALSE,OK,127,510,403-1128,889,31,Female,Retire,11/1/2016,10/1/2018
FALSE,ID,109,415,384-9682,763,55,Female,Senior Professional,16/05/2016,16/05/2018
FALSE,AL,88,415,352-5393,616,74,Male,Retire,10/10/2016,10/10/2018
FALSE,WY,101,510,395-1229,707,58,Female,Senior Professional,11/7/2016,11/7/2018
FALSE,HI,171,510,361-9195,1197,30,Female,Senior Professional,9/3/2015,8/3/2017
FALSE,VA,21,415,351-6366,147,72,Male,Retire,22/01/2018,22/01/2020
FALSE,WV,145,408,346-4919,1015,22,Female,student,7/9/2015,6/9/2017
FALSE,DE,90,415,354-9068,630,29,Male,student,26/09/2016,26/09/2018
FALSE,CA,33,408,369-2743,231,42,Male,Sr Managers,30/10/2017,30/10/2019
TRUE,PA,61,408,343-1347,427,47,Male,Middle Management,17/04/2017,17/04/2019
FALSE,CO,107,415,336-5495,749,46,Male,Middle Management,30/05/2016,30/05/2018
TRUE,MD,147,408,376-4292,1029,51,Male,Middle Management,24/08/2015,23/08/2017
FALSE,AL,117,510,391-8677,819,65,Female,Retire,21/03/2016,21/03/2018
FALSE,AL,95,415,350-7273,665,19,Female,student,22/08/2016,22/08/2018
FALSE,KS,186,510,400-6454,1302,35,Female,Sr Managers,24/11/2014,23/11/2016
FALSE,MI,128,415,422-3052,896,28,Female,Senior Professional,4/1/2016,3/1/2018
FALSE,AK,55,408,365-6756,385,73,Female,Retire,29/05/2017,29/05/2019
FALSE,OH,134,415,406-4158,938,23,Male,student,23/11/2015,22/11/2017
FALSE,IN,96,415,383-4641,672,64,Male,Retire,15/08/2016,15/08/2018
FALSE,SC,107,415,368-5165,749,70,Male,Retire,30/05/2016,30/05/2018
FALSE,KS,123,415,378-2432,861,60,Female,Retire,8/2/2016,7/2/2018
FALSE,OK,35,415,362-4159,245,68,Female,Retire,16/10/2017,16/10/2019
FALSE,WI,74,408,363-7979,518,35,Male,Senior Professional,16/01/2017,16/01/2019
FALSE,IN,130,408,334-9818,910,57,Female,Senior Professional,21/12/2015,20/12/2017
TRUE,IL,137,408,352-5787,959,68,Male,Retire,2/11/2015,1/11/2017
FALSE,TN,88,415,332-3617,616,47,Male,Middle Management,10/10/2016,10/10/2018
FALSE,DC,80,408,327-9957,560,22,Male,student,5/12/2016,5/12/2018
FALSE,NC,116,408,338-7527,812,68,Male,Retire,28/03/2016,28/03/2018
FALSE,RI,123,510,348-8711,861,61,Female,Retire,8/2/2016,7/2/2018
FALSE,MS,120,415,421-3226,840,60,Male,Retire,29/02/2016,28/02/2018
FALSE,VA,146,415,391-4358,1022,57,Female,Senior Professional,31/08/2015,30/08/2017
FALSE,KY,106,510,379-2523,742,38,Male,student,6/6/2016,6/6/2018
FALSE,NV,121,408,419-2369,847,73,Male,Retire,22/02/2016,21/02/2018
FALSE,WI,137,510,382-1227,959,41,Male,Sr Managers,2/11/2015,1/11/2017
FALSE,NH,84,408,409-5749,588,22,Male,student,7/11/2016,7/11/2018
FALSE,NE,67,510,362-7951,469,41,Female,Sr Managers,6/3/2017,6/3/2019
TRUE,WI,161,408,415-3537,1127,75,Female,Retire,18/05/2015,17/05/2017
TRUE,NJ,134,510,373-3959,938,29,Male,Retire,23/11/2015,22/11/2017
TRUE,ME,62,415,358-1346,434,41,Male,Sr Managers,10/4/2017,10/4/2019
FALSE,WY,120,415,381-8422,840,30,Male,Middle Management,29/02/2016,28/02/2018
FALSE,IN,130,408,360-9005,910,51,Female,Middle Management,21/12/2015,20/12/2017
FALSE,WI,20,408,344-5967,140,54,Male,Senior Professional,29/01/2018,29/01/2020
FALSE,VT,68,415,396-6390,476,71,Male,Retire,27/02/2017,27/02/2019
FALSE,CA,112,415,346-5036,784,35,Male,Middle Management,25/04/2016,25/04/2018
FALSE,IN,77,408,328-7252,539,59,Female,Senior Professional,26/12/2016,26/12/2018
FALSE,SC,109,415,360-1745,763,58,Female,Senior Professional,16/05/2016,16/05/2018
FALSE,IN,108,415,358-2046,756,53,Male,Senior Professional,23/05/2016,23/05/2018
FALSE,IA,79,415,344-6935,553,62,Female,Retire,12/12/2016,12/12/2018
TRUE,MD,119,408,401-9665,833,49,Female,Middle Management,7/3/2016,7/3/2018
TRUE,MN,38,510,399-5291,266,32,Male,Retire,25/09/2017,25/09/2019
TRUE,AR,109,415,409-6588,763,37,Female,Sr Managers,16/05/2016,16/05/2018
FALSE,MS,78,415,358-5721,546,60,Female,Retire,19/12/2016,19/12/2018
FALSE,MN,134,415,414-7446,938,33,Male,Sr Managers,23/11/2015,22/11/2017
FALSE,WA,47,415,329-9517,329,70,Male,Retire,24/07/2017,24/07/2019
FALSE,MS,59,408,415-9553,413,74,Male,Retire,1/5/2017,1/5/2019
FALSE,ID,151,415,413-3177,1057,22,Female,student,27/07/2015,26/07/2017
FALSE,NC,129,415,347-5113,903,18,Male,student,28/12/2015,27/12/2017
FALSE,VA,107,510,330-2662,749,33,Male,Middle Management,30/05/2016,30/05/2018
TRUE,MT,137,408,330-5824,959,58,Male,Senior Professional,2/11/2015,1/11/2017
FALSE,MI,76,510,411-1261,532,36,Male,Middle Management,2/1/2017,2/1/2019
FALSE,HI,24,415,329-8788,168,70,Male,Retire,1/1/2018,1/1/2020
FALSE,NC,169,408,333-7869,1183,46,Male,Middle Management,23/03/2015,22/03/2017
FALSE,MN,30,408,399-4800,210,50,Male,Middle Management,20/11/2017,20/11/2019
FALSE,WV,70,415,402-2072,490,38,Male,Sr Managers,13/02/2017,13/02/2019
TRUE,SD,52,510,403-6187,364,67,Male,Retire,19/06/2017,19/06/2019
FALSE,HI,3,408,355-2872,21,50,Male,Middle Management,28/05/2018,27/05/2020
FALSE,MS,38,415,386-2970,266,28,Female,student,25/09/2017,25/09/2019
FALSE,NY,104,415,389-6081,728,55,Female,Senior Professional,20/06/2016,20/06/2018
FALSE,LA,27,408,348-7556,189,28,Female,student,11/12/2017,11/12/2019
FALSE,KS,166,415,334-9163,1162,45,Female,Middle Management,13/04/2015,12/4/2017
FALSE,MA,13,408,411-4293,91,55,Female,Senior Professional,19/03/2018,18/03/2020
FALSE,AK,52,408,375-5562,364,45,Female,Middle Management,19/06/2017,19/06/2019
FALSE,SD,114,415,386-3823,798,46,Female,Middle Management,11/4/2016,11/4/2018
FALSE,CO,156,408,364-6445,1092,25,Male,Senior Professional,22/06/2015,21/06/2017
FALSE,NH,90,415,383-2251,630,54,Male,Senior Professional,26/09/2016,26/09/2018
FALSE,WV,62,415,351-3169,434,32,Male,Middle Management,10/4/2017,10/4/2019
FALSE,AZ,82,415,413-6380,574,26,Male,Middle Management,21/11/2016,21/11/2018
FALSE,ME,52,510,380-9674,364,39,Female,Sr Managers,19/06/2017,19/06/2019
FALSE,NH,146,510,345-2319,1022,56,Female,Senior Professional,31/08/2015,30/08/2017
FALSE,RI,120,415,377-5441,840,47,Male,Middle Management,29/02/2016,28/02/2018
TRUE,ID,130,415,358-3692,910,53,Male,Senior Professional,21/12/2015,20/12/2017
FALSE,WI,90,408,400-5831,630,72,Male,Retire,26/09/2016,26/09/2018
FALSE,NM,147,408,357-5995,1029,20,Female,student,24/08/2015,23/08/2017
TRUE,WY,159,415,391-2159,1113,59,Female,Senior Professional,1/6/2015,31/05/2017
FALSE,IL,74,510,398-5954,518,48,Male,Middle Management,16/01/2017,16/01/2019
FALSE,TX,130,408,385-6175,910,63,Female,Retire,21/12/2015,20/12/2017
FALSE,RI,155,408,334-2961,1085,53,Male,Senior Professional,29/06/2015,28/06/2017
FALSE,MI,87,415,405-4303,609,57,Male,Senior Professional,17/10/2016,17/10/2018
TRUE,OR,81,415,406-4100,567,54,Male,Senior Professional,28/11/2016,28/11/2018
FALSE,VA,99,510,352-4401,693,70,Male,Retire,25/07/2016,25/07/2018
FALSE,SD,131,510,347-1473,917,46,Female,Middle Management,14/12/2015,13/12/2017
TRUE,AL,89,510,347-2016,623,75,Female,Retire,3/10/2016,3/10/2018
TRUE,MS,123,415,388-8948,861,43,Female,Sr Managers,8/2/2016,7/2/2018
FALSE,MS,130,510,402-5509,910,25,Female,Sr Managers,21/12/2015,20/12/2017
FALSE,HI,99,415,367-2598,693,58,Male,Senior Professional,25/07/2016,25/07/2018
FALSE,WV,36,408,370-5001,252,72,Female,Retire,9/10/2017,9/10/2019
FALSE,WV,87,415,332-3693,609,54,Female,Senior Professional,17/10/2016,17/10/2018
FALSE,WV,139,415,403-9766,973,19,Male,student,19/10/2015,18/10/2017
FALSE,IN,189,510,363-2407,1323,62,Female,Retire,3/11/2014,2/11/2016
FALSE,NM,96,415,395-9214,672,69,Male,Retire,15/08/2016,15/08/2018
FALSE,DE,112,408,351-8894,784,58,Female,Senior Professional,25/04/2016,25/04/2018
FALSE,NC,75,408,406-5003,525,65,Male,Retire,9/1/2017,9/1/2019
FALSE,NM,178,415,398-1332,1246,38,Male,Sr Managers,19/01/2015,18/01/2017
TRUE,SC,112,415,363-8033,784,70,Female,Retire,25/04/2016,25/04/2018
FALSE,NJ,108,415,333-1012,756,27,Male,Sr Managers,23/05/2016,23/05/2018
FALSE,AZ,100,510,391-6260,700,62,Male,Retire,18/07/2016,18/07/2018
FALSE,RI,121,510,336-1353,847,42,Female,Sr Managers,22/02/2016,21/02/2018
FALSE,SD,116,415,365-5629,812,61,Female,Retire,28/03/2016,28/03/2018
FALSE,NH,161,415,349-4397,1127,64,Male,Retire,18/05/2015,17/05/2017
FALSE,AL,19,415,380-3910,133,37,Female,Senior Professional,5/2/2018,5/2/2020
FALSE,WV,104,415,354-7820,728,59,Female,Senior Professional,20/06/2016,20/06/2018
FALSE,ID,119,415,338-9952,833,60,Male,Retire,7/3/2016,7/3/2018
FALSE,MD,125,415,405-1821,875,28,Male,Middle Management,25/01/2016,24/01/2018
FALSE,IN,156,510,329-8669,1092,23,Male,Middle Management,22/06/2015,21/06/2017
FALSE,WY,109,415,328-8808,763,48,Male,Middle Management,16/05/2016,16/05/2018
FALSE,NH,95,510,409-3018,665,62,Male,Retire,22/08/2016,22/08/2018
FALSE,MN,90,408,421-5994,630,61,Male,Retire,26/09/2016,26/09/2018
FALSE,MA,105,415,354-4448,735,47,Male,Middle Management,13/06/2016,13/06/2018
FALSE,NH,101,510,352-5081,707,69,Male,Retire,11/7/2016,11/7/2018
FALSE,MN,95,415,401-7803,665,73,Female,Retire,22/08/2016,22/08/2018
FALSE,IA,123,415,420-6052,861,19,Male,student,8/2/2016,7/2/2018
FALSE,NY,160,408,352-6084,1120,37,Male,Retire,25/05/2015,24/05/2017
FALSE,AL,141,510,388-8583,987,20,Female,student,5/10/2015,4/10/2017
FALSE,WV,87,415,415-3158,609,61,Female,Retire,17/10/2016,17/10/2018
FALSE,NM,81,415,402-9304,567,36,Female,Sr Managers,28/11/2016,28/11/2018
FALSE,CA,75,415,341-1916,525,29,Male,Sr Managers,9/1/2017,9/1/2019
FALSE,MA,126,408,381-2745,882,73,Female,Retire,18/01/2016,17/01/2018
FALSE,ME,28,415,402-5014,196,23,Male,student,4/12/2017,4/12/2019
FALSE,FL,153,415,399-8846,1071,32,Female,Senior Professional,13/07/2015,12/7/2017
TRUE,NH,97,408,328-9267,679,45,Female,Middle Management,8/8/2016,8/8/2018
FALSE,IN,115,408,348-7224,805,52,Female,Senior Professional,4/4/2016,4/4/2018
FALSE,WI,95,408,336-2190,665,18,Male,student,22/08/2016,22/08/2018
TRUE,MA,17,415,376-4705,119,19,Female,student,19/02/2018,19/02/2020
FALSE,NH,105,415,381-4076,735,19,Male,student,13/06/2016,13/06/2018
FALSE,TX,121,415,348-8464,847,18,Male,student,22/02/2016,21/02/2018
FALSE,NC,125,408,412-7020,875,40,Female,Sr Managers,25/01/2016,24/01/2018
FALSE,CT,124,415,386-8432,868,58,Female,Senior Professional,1/2/2016,31/01/2018
FALSE,NJ,35,408,337-1802,245,36,Female,Senior Professional,16/10/2017,16/10/2019
TRUE,WY,134,510,366-1084,938,26,Male,Senior Professional,23/11/2015,22/11/2017
FALSE,LA,123,510,352-4182,861,24,Female,Senior Professional,8/2/2016,7/2/2018
FALSE,NV,124,415,368-5628,868,25,Male,Middle Management,1/2/2016,31/01/2018
FALSE,WV,133,510,333-8996,931,37,Female,Retire,30/11/2015,29/11/2017
FALSE,AR,185,415,353-2557,1295,60,Female,Retire,1/12/2014,30/11/2016
FALSE,SC,1,415,356-8621,7,44,Female,Sr Managers,11/6/2018,10/6/2020
FALSE,KS,107,415,354-6942,749,41,Female,Sr Managers,30/05/2016,30/05/2018
