international plan,voice mail plan,%call drops,%Packet_drops,number vmail messages,total day minutes,total day calls,total eve minutes,total eve calls,total night minutes,total night calls,total intl minutes,total intl calls,phone number
no,yes,0.042,0.019,32,322.4,92,283.2,107,209.5,111,6.7,3,402-3370
no,no,0.01,0.007,0,153.6,148,262.1,87,225.5,99,9.8,3,348-6008
no,yes,0.015,0.003,22,215.1,91,138.9,102,146.2,109,12.4,2,371-5655
no,yes,0.01,0.013,35,174.4,108,196.7,100,127.4,74,11.8,3,374-5224
no,no,0.02,0.003,0,180.5,126,230,98,232.5,73,10.6,3,371-1187
no,no,0.02,0,0,123.1,106,182,102,244.6,75,12.6,7,337-1100
no,no,0.019,0.014,0,165.7,94,257.4,80,170.8,114,10,4,421-8141
no,no,0.018,0.016,0,200.2,92,118.7,87,236.6,65,6,6,406-2678
no,no,0.007,0.003,0,154.8,82,287.7,109,208.4,80,5.9,9,415-9649
no,no,0.01,0.008,0,125.4,116,261.5,95,241.6,104,11.4,9,364-8128
no,yes,0.019,0.016,33,184.2,111,312.6,89,264,55,12.2,4,356-7817
no,yes,0.002,0.01,24,274.7,99,193.5,118,299.6,109,10.8,3,404-6357
yes,yes,0.013,0.016,39,142,140,241.6,89,302,72,11.3,5,398-2138
yes,yes,0.004,0,21,151.5,99,147.8,89,210.4,114,10,4,378-8029
no,no,0.016,0.012,0,124.8,114,133,121,160.3,85,10.6,7,386-4215
no,no,0.003,0.007,0,179.2,85,222.9,66,188.2,113,12.4,2,367-8156
yes,no,0.01,0.029,0,246.4,110,182,98,157.6,106,12.1,2,382-8079
no,no,0.01,0.015,0,232.7,114,186.4,123,153.3,122,11.5,6,354-2985
no,no,0.057,0.031,0,288,120,255.8,90,233.4,99,13.4,4,373-6922
no,yes,0.017,0.003,23,170.8,145,236.7,93,294.5,100,12.7,1,397-7125
no,no,0.005,0.007,0,216.1,114,197.5,107,217.8,104,9.8,3,333-6296
no,no,0.01,0.003,0,138.7,100,215.4,58,164.3,98,4.9,4,365-6022
no,no,0.018,0.009,0,210.7,112,238.7,73,253.6,90,9.2,5,365-1688
no,no,0.017,0.015,0,181.8,117,158.1,91,266.2,123,9.7,9,382-4872
no,yes,0.019,0,30,61.6,103,255.1,110,225.9,96,12.4,5,367-6136
no,no,0.005,0.013,0,207.7,85,196.7,112,261.7,83,6.8,3,404-3592
no,no,0.014,0,0,219.2,73,167,65,161.4,119,10,5,415-2949
no,no,0.006,0.013,0,227,122,258.7,111,169.7,87,8.9,1,375-8880
no,no,0.005,0.007,0,245.9,73,240.1,87,158.7,89,8.9,5,335-6832
no,no,0.005,0.001,0,257.3,84,184.8,115,108.9,109,13.5,7,361-8367
no,no,0.019,0.004,0,121.1,130,216,86,235.1,33,16.1,5,408-2002
no,no,0.035,0.015,0,301.5,136,257.7,72,132.9,118,13.4,2,347-8659
no,no,0.011,0.009,0,233.9,96,218.9,111,182.9,109,9.5,3,376-2922
yes,no,0.017,0.017,0,99.6,108,308.7,102,161.2,62,13.7,6,382-2182
no,no,0.007,0.015,0,169.8,123,183.1,94,395,72,12.7,7,408-2089
yes,yes,0.03,0.028,26,198.8,115,166.6,67,198.5,118,14.4,3,369-6890
yes,no,0.01,0.01,0,116.2,86,229.7,127,204.2,109,10.1,3,347-2951
yes,no,0.027,0.025,0,255.9,128,140.9,92,308.9,130,12.1,2,420-6324
no,yes,0.017,0.01,27,187.7,84,221,147,145.7,110,10,4,402-7650
no,yes,0.009,0.011,21,195.9,91,213.9,84,88.2,111,8.6,4,391-2702
no,no,0.017,0.011,0,129.4,97,185.4,101,204.7,106,1.1,2,383-3375
no,yes,0.01,0.015,12,221,108,151,118,179,80,9,6,392-2733
no,no,0.008,0.009,0,140.5,92,186.8,96,227,89,9.5,5,397-9933
yes,no,0.035,0.023,0,277.9,123,155.8,112,256.9,71,9.2,10,383-9306
no,no,0.041,0.017,0,224.9,105,250,101,216.1,73,6.7,5,369-1929
no,no,0.01,0.004,0,109.1,117,217.4,124,188.4,141,12.8,6,369-4377
no,no,0.007,0.004,0,207.8,109,123.5,112,291.6,115,5.7,9,366-9430
no,no,0.018,0.016,0,205.9,96,257.1,94,209,63,12.1,8,353-7407
no,no,0.01,0.023,0,308.6,139,150.8,94,198.7,66,7.3,3,359-7426
no,no,0.013,0.007,0,242.6,69,209,117,219.7,82,14.4,6,332-7391
no,no,0,0.002,0,229.6,82,138.1,103,250.8,109,3.3,3,405-6559
no,yes,0.007,0.014,28,166,62,233.9,88,170.1,84,7.7,3,338-8784
no,no,0.06,0.032,0,144.8,126,200.6,82,208.8,81,13.3,9,415-6347
yes,no,0.016,0.002,0,106.1,77,123.5,100,96.4,92,12.9,3,354-5058
no,no,0.003,0.014,0,221.8,84,166,125,210.2,72,13.2,4,342-5701
no,no,0.014,0.002,0,204.6,98,212.5,90,182.1,95,9.8,7,378-4179
no,no,0,0.007,0,213.5,93,166.6,114,122,78,14.1,3,407-6391
no,yes,0.014,0.009,44,152,95,274.9,73,162.4,121,10,1,404-3105
yes,yes,0.032,0.017,29,260.8,81,163.7,112,271.7,117,17,6,390-9735
no,no,0.014,0.008,0,166.4,117,317,129,160.4,121,10,2,350-4820
no,no,0.003,0.004,0,177.9,83,167.3,84,223.7,142,15.2,8,383-8807
no,no,0.016,0.004,0,235.1,97,196.8,104,259.7,110,7,7,366-8382
no,no,0,0,0,186.8,92,173.7,123,250.9,131,9.7,4,402-9704
yes,no,0.014,0.009,0,268.4,81,174.4,115,193.5,96,11.6,4,405-2209
no,no,0.019,0.012,0,192.1,95,249.8,94,132.6,100,7.3,3,397-3939
no,no,0.041,0.01,0,240.7,82,269.4,85,187.1,74,10.1,3,343-2689
no,no,0.007,0.01,0,179.9,113,149.8,112,168.2,79,9.8,7,383-9448
no,no,0.046,0.02,0,314.1,86,222.4,99,259,121,12.3,5,359-6232
no,yes,0.004,0.013,41,162,82,324.7,77,160.1,112,11.9,5,369-9772
no,no,0,0.009,0,175.8,89,274.3,119,226.6,69,12.4,4,381-7003
no,no,0.019,0.011,0,109.4,91,207.5,111,135,107,11.6,5,352-6732
no,no,0.046,0.022,0,255.1,124,230.6,110,218,69,8.5,5,388-7540
yes,no,0.02,0.004,0,208.7,84,173.3,88,264.7,107,8.3,3,356-3333
no,yes,0,0.011,20,214.6,108,96.6,82,170.7,145,7.9,5,333-9664
no,no,0.007,0.013,0,49.2,121,143.9,136,203,97,12.1,13,363-3763
no,no,0.011,0.004,0,141.3,133,134.9,96,227.5,97,11.2,3,345-7900
no,no,0.003,0.005,0,253.2,89,237.9,114,154.3,85,9.7,7,400-5511
no,no,0.001,0.005,0,206,128,198.1,71,135.9,116,13.2,3,381-7597
no,no,0.016,0.01,0,40.4,105,172.4,83,145.1,89,9,2,404-9775
no,no,0.038,0.035,0,291.2,104,234.2,132,191.7,87,8.9,3,389-4608
no,yes,0.01,0.016,31,71.2,58,124.7,105,155.5,108,11.7,3,403-1742
no,no,0.003,0.011,0,261.8,69,245,135,202.1,94,14.7,4,328-9797
no,no,0.017,0.01,0,191.3,134,261.5,113,182.3,111,10,3,359-9223
no,no,0.011,0.01,0,133.3,101,255.5,127,228.6,68,11.6,2,336-7696
no,yes,0.004,0.009,24,183.6,138,203.8,90,166.9,89,6,3,369-2214
no,yes,0.015,0.015,30,155.2,116,195.5,50,170.1,108,15.4,6,411-1325
no,yes,0.019,0.002,28,283.1,93,185.4,98,312.8,78,6.1,8,410-7553
no,yes,0.012,0.012,50,186.5,94,178,106,215.6,100,12.1,4,376-4284
no,yes,0,0.001,38,163.3,104,136,114,249.1,127,4.3,6,334-2800
no,no,0.014,0,0,203.4,125,182.9,88,213.7,121,13.8,2,369-1904
no,yes,0.019,0.015,19,178.1,110,212.8,100,226.3,123,10,6,359-3833
no,no,0.016,0.014,0,195.9,103,89.1,95,302.2,82,10.3,3,348-5569
no,no,0.003,0.002,0,295.3,127,127.4,100,166.8,105,9.6,6,342-1960
no,no,0.01,0.01,0,136.1,82,156.3,118,158.8,83,10.1,5,352-9050
no,yes,0.015,0.01,24,114.1,95,161.5,86,176.3,90,13,9,390-5316
no,no,0.062,0.018,0,279.1,124,180.5,108,217.5,104,9.5,11,418-8568
no,no,0.011,0.002,0,169.3,111,139.5,69,197,87,12,3,401-4844
no,no,0.002,0.002,0,214.4,94,138,149,148.7,102,9.9,1,376-5471
yes,no,0.015,0.015,0,255.8,125,142.7,111,181.2,101,11.7,3,409-2917
no,no,0.006,0.002,0,148.2,71,285.1,91,166.4,155,6.2,3,369-6308
no,no,0.006,0.004,0,119.3,93,223.9,103,211.9,122,8.7,4,357-7385
no,yes,0.008,0.009,27,192.3,137,199.9,115,244.2,112,14.8,8,405-7119
no,no,0.031,0.031,0,245.2,91,217.2,92,243.1,128,13.9,6,405-3309
yes,no,0.015,0.014,0,216.2,106,363.7,86,126.7,123,16.9,2,384-4938
no,no,0.017,0.012,0,172.4,114,256.6,69,235.3,104,0,0,377-2725
yes,yes,0.004,0.011,30,175.3,107,153.3,116,233.6,85,11.1,3,405-6398
yes,yes,0.062,0.03,26,169,104,188.8,104,213.3,76,13.3,3,355-9366
no,yes,0.01,0.014,27,2.6,113,254,102,242.7,156,9.2,5,403-1128
no,no,0.008,0.003,0,184.1,143,211.7,105,243,116,9.9,2,384-9682
no,no,0,0.015,0,181.9,90,151.5,87,143,100,7.5,3,352-5393
no,yes,0.016,0.013,9,160.1,116,210,121,139.1,65,10.8,9,395-1229
no,no,0.007,0.006,0,189.8,122,173.7,85,257.1,84,10.3,1,361-9195
no,no,0.002,0.001,0,223.2,142,216.5,114,214.7,111,12.4,2,351-6366
no,yes,0.001,0.003,31,216,94,225.1,123,234.7,109,10.7,1,346-4919
no,no,0.019,0.001,0,198.5,124,266.6,100,243.3,80,8,7,354-9068
no,no,0.013,0.009,0,159.5,115,195.4,118,102.4,86,7.1,7,369-2743
no,yes,0.007,0.025,40,105,78,180.6,100,174.1,115,10.2,2,343-1347
no,no,0.015,0.015,0,204.5,108,162.4,110,155,102,13.4,1,336-5495
no,no,0.035,0.018,0,274,92,231.8,82,283.6,83,6.2,1,376-4292
no,no,0.002,0.005,0,158.7,84,181.7,91,177.3,67,7.7,10,391-8677
no,no,0.006,0.004,0,229.9,116,202.4,110,171.4,105,14.2,6,350-7273
no,no,0.009,0.001,0,137.8,97,187.7,118,146.4,85,8.7,6,400-6454
no,no,0,0.008,0,179.4,94,270.4,92,191,88,7.9,4,422-3052
no,yes,0.005,0.014,39,139.3,101,178.3,117,246.5,104,8.1,1,365-6756
no,no,0.008,0.016,0,7.8,86,171.4,100,186.5,80,12.9,2,406-4158
no,yes,0.007,0.001,23,183.1,88,147.4,89,350.2,108,11.3,7,383-4641
no,no,0.007,0.003,0,206.9,79,262.4,117,149.3,69,10.7,3,368-5165
no,no,0.006,0.01,0,140,106,153.7,101,50.1,87,12.5,1,378-2432
no,no,0.006,0.003,0,179.2,59,283.3,101,285.4,83,5.8,7,362-4159
no,no,0.003,0,0,177.4,136,240.3,104,237.3,133,12,3,363-7979
no,no,0.009,0.015,0,115.6,129,167.8,104,141.8,124,12.6,9,334-9818
yes,no,0.06,0.03,0,237.3,103,176.7,84,263.4,81,14.2,4,352-5787
no,no,0.018,0.013,0,181.5,116,187,119,220.3,96,10.5,7,332-3617
no,no,0.018,0.009,0,51.5,90,164,98,169.4,80,9.5,4,327-9957
no,yes,0.017,0.012,19,155.7,104,185.4,118,192.7,116,8.2,2,338-7527
no,yes,0.015,0.005,23,245,88,265,105,239.7,108,14.9,3,348-8711
no,no,0.012,0.015,0,131.7,99,163.1,109,201.1,116,10.7,3,421-3226
yes,no,0.01,0.015,0,111.1,126,313.4,95,215.7,82,10.5,6,391-4358
no,yes,0.011,0,9,88.5,100,324.8,109,79.9,86,8.2,4,379-2523
no,yes,0.002,0.001,44,116,85,150.1,120,246.8,98,12,2,419-2369
no,no,0.019,0.002,0,155.5,81,133.1,94,253.1,77,9.1,2,382-1227
no,yes,0.002,0,30,106.5,65,225.7,108,188.6,61,5.7,3,409-5749
no,yes,0.002,0.016,31,175.2,68,199.2,73,219.8,99,13.2,6,362-7951
no,no,0.063,0.013,0,154.7,84,177.8,125,172.9,90,5.9,2,415-3537
no,yes,0.068,0.023,34,247.2,105,225.5,133,186.3,76,6.1,5,373-3959
yes,yes,0.002,0.022,32,218.4,93,236.7,132,192.2,137,13.2,3,358-1346
no,yes,0.019,0.012,24,227.5,81,234.9,71,166.4,128,9,13,381-8422
no,yes,0.005,0.008,30,185,117,249.5,141,157.8,103,7.4,7,360-9005
no,no,0.013,0,0,186.8,89,253.4,51,273.1,105,12.3,6,344-5967
no,no,0.008,0.009,0,158.8,119,211.8,105,198.1,101,10.3,3,396-6390
no,no,0.014,0.011,0,208.7,150,212.8,104,178.1,98,8.5,4,346-5036
no,no,0.008,0.015,0,185.9,95,212,98,282.3,81,11.3,4,328-7252
no,no,0.005,0.009,0,222.5,74,169.7,75,264.3,94,9,3,360-1745
no,no,0.004,0.009,0,201.1,101,170.7,86,237.4,113,11.6,3,358-2046
no,yes,0.006,0.008,17,167.9,114,243.7,93,211.9,114,9.1,2,344-6935
no,no,0.016,0.014,0,239.1,88,243.5,79,230.9,92,10.9,3,401-9665
no,no,0.067,0.034,0,175.7,109,211.8,97,137.9,109,9.2,3,399-5291
no,yes,0.065,0.022,29,111.2,90,263.5,98,224.7,128,9,6,409-6588
no,no,0.018,0.014,0,87.7,74,214.8,58,201.3,147,10.8,6,358-5721
no,no,0.005,0.011,0,244.1,99,246.9,111,200,133,7.2,2,414-7446
no,yes,0.009,0.012,27,165,89,127.3,118,284.4,95,7.7,4,329-9517
no,yes,0.017,0.013,27,127.4,110,103.3,99,164.2,73,9.1,3,415-9553
no,no,0.003,0.013,0,194.8,106,292.7,103,224.6,82,5.5,3,413-3177
no,no,0.013,0.007,0,54.7,131,256.1,105,176.6,135,11.1,4,347-5113
no,yes,0.004,0.006,27,283.4,104,224.1,152,241.3,63,14.4,7,330-2662
yes,no,0.017,0.036,0,258,112,246.5,117,173.2,100,10.9,3,330-5824
no,no,0.017,0.011,0,90.5,142,211.7,75,194.9,76,9.3,2,411-1261
no,no,0.01,0.004,0,235.6,132,115.9,129,185.4,136,16.2,2,329-8788
no,no,0.012,0.015,0,142.5,82,231.4,110,131.2,67,10,4,333-7869
no,no,0.019,0.006,0,54,68,179.3,96,247.2,101,10.2,8,399-4800
no,no,0.012,0.003,0,214.8,87,131,114,216.9,104,9.4,3,402-2072
yes,no,0.007,0.033,0,251.4,118,196.6,80,192,53,11,2,403-6187
no,no,0.006,0.004,0,139,99,250.7,108,286.2,87,6.1,3,355-2872
no,no,0.017,0.014,0,117.3,114,208.7,105,203.4,98,14.4,2,386-2970
no,no,0.002,0.012,0,264,108,132.2,75,177.7,91,10.6,8,389-6081
no,no,0.011,0.003,0,82.6,105,204,99,224.2,122,9.1,4,348-7556
yes,yes,0.004,0.001,28,175.8,126,253.6,76,128.5,72,11.4,5,334-9163
no,no,0.002,0.014,0,220.4,100,211.2,79,259.3,112,13.6,8,411-4293
no,no,0.018,0.005,0,217,104,152.3,83,134.3,109,11.8,4,375-5562
no,yes,0.015,0.007,25,129,77,290,110,177.1,110,11.6,5,386-3823
no,no,0.011,0.01,0,150.5,106,152.9,112,215.9,86,3.5,3,364-6445
no,yes,0.003,0.007,42,193.3,66,263.3,85,214.4,97,11.1,4,383-2251
no,no,0,0.013,0,189.5,122,103.8,95,180.6,106,10.8,5,351-3169
no,yes,0.008,0.01,33,137.8,95,235.5,128,268.1,70,11,6,413-6380
no,no,0.017,0.009,0,129.3,80,142.7,101,258.3,89,12.3,4,380-9674
no,no,0.001,0.012,0,115.6,77,213.6,100,218.4,72,10.7,6,345-2319
no,yes,0.013,0.003,23,221.9,114,254.7,84,250.5,117,7.2,5,377-5441
no,no,0.045,0.025,0,263.7,113,186.5,103,195.3,99,18.3,6,358-3692
no,no,0.008,0.005,0,61.3,91,194.4,94,143.1,80,11.4,9,400-5831
yes,no,0.014,0.005,0,183.8,113,164.7,110,111,87,10.1,4,357-5995
no,no,0.06,0.015,0,167.4,68,143.8,74,140.1,111,10.3,3,391-2159
no,yes,0.017,0.007,27,154.1,122,195.3,150,276.7,86,13.2,2,398-5954
no,no,0.004,0.007,0,252,101,170.2,105,209.2,64,5.7,5,385-6175
yes,no,0.006,0.007,0,163.1,94,291.7,108,96.4,111,11.2,3,334-2961
no,no,0.014,0,0,198.3,80,187,89,133.5,96,16.6,4,405-4303
no,no,0.034,0.036,0,324.7,48,236.4,82,187.6,78,13.1,5,406-4100
no,no,0.015,0.013,0,128.3,78,215.3,120,143.7,140,14.3,9,352-4401
no,no,0.011,0.01,0,187.9,110,200.5,101,202.6,125,10.2,11,347-1473
no,no,0.014,0.014,0,129.2,71,214.1,68,214.9,100,10.3,4,347-2016
yes,no,0.04,0.031,0,125.5,106,128.9,96,251.9,129,6.3,6,388-8948
no,yes,0.007,0.01,26,257.2,108,224.3,122,204,118,12.6,4,402-5509
no,no,0.005,0.003,0,124.6,90,146.4,70,169.4,95,10.5,6,367-2598
no,no,0.001,0.002,0,175.1,144,216.9,69,243.7,146,9.9,3,370-5001
no,no,0.016,0.015,0,124.3,91,173.4,105,256.3,109,7.5,5,332-3693
no,no,0.01,0.005,0,271.6,130,156,131,136.3,108,11.6,9,403-9766
no,no,0.008,0.013,0,219.9,80,143.3,117,130.6,69,11.7,7,363-2407
no,yes,0.018,0.008,33,183.3,115,201.4,87,177.4,84,10.4,15,395-9214
no,no,0.015,0.001,0,101.1,119,214.4,67,179.5,112,10.3,5,351-8894
no,no,0.019,0.01,0,203.3,70,228.9,97,222.2,118,14.3,3,406-5003
no,yes,0.001,0.004,35,175.4,88,190,65,138.7,94,10.5,3,398-1332
no,no,0.034,0.01,0,266,97,214.6,94,306.2,100,14.2,2,363-8033
no,yes,0.015,0.012,41,171.6,110,136.1,78,183.4,103,10.8,7,333-1012
no,no,0,0.009,0,78.7,98,225.6,102,150.4,106,14,8,391-6260
no,yes,0.002,0.016,20,211.9,110,215.1,120,238.5,107,9.4,2,336-1353
no,no,0.008,0.001,0,63.7,101,195.8,95,210.1,87,10,6,365-5629
no,no,0.014,0.008,0,173.4,100,213.7,74,141.5,69,11.5,4,349-4397
yes,no,0.009,0,0,237.7,98,207.1,121,182.2,95,4.5,4,380-3910
no,no,0.007,0.002,0,225.9,123,162.8,106,272.1,85,10.1,4,354-7820
yes,yes,0.007,0.001,32,173,101,209.4,93,231.1,91,12.2,4,338-9952
no,no,0.001,0.006,0,224.9,102,143.8,87,198.9,105,8,2,405-1821
no,no,0.004,0.004,0,237.7,122,181.5,91,185.7,151,7.7,4,329-8669
no,no,0.01,0.008,0,137,128,217,116,182.1,86,10,5,328-8808
no,no,0.011,0.007,0,142.5,109,176.1,107,189.6,88,8.2,3,409-3018
no,no,0.009,0.012,0,142.4,126,126.2,118,274.2,71,4.6,4,421-5994
no,yes,0.014,0.015,21,147,112,197.3,43,267.4,93,8.7,3,354-4448
no,no,0.004,0.011,0,220.3,124,188.6,101,278.4,98,10.6,4,352-5081
no,no,0,0.012,0,149.2,96,260.7,116,201,120,8.1,2,401-7803
no,no,0.003,0.006,0,204.4,88,137.5,111,226,100,10,4,420-6052
no,no,0.014,0.003,0,216.8,77,207.3,117,228.6,117,5.6,2,352-6084
no,yes,0.006,0.012,28,308,123,247.8,128,152.9,103,7.4,3,388-8583
no,no,0.02,0.004,0,58,125,67.5,116,185.9,136,11.5,3,415-3158
no,no,0.017,0.01,0,173.2,80,236.2,94,240.2,84,11.8,6,402-9304
no,yes,0.002,0.015,19,210.3,90,241.8,87,215.7,102,13.1,3,341-1916
no,yes,0.02,0.011,24,58.9,125,305.5,90,158.9,73,12.1,6,381-2745
no,no,0.016,0.005,0,236.8,102,167.1,87,280.2,115,9.7,3,402-5014
no,no,0.016,0.011,0,228.9,102,160.7,136,203.1,109,12.5,2,399-8846
no,yes,0.05,0.022,32,90,87,276.3,113,185.2,107,8.6,6,328-9267
no,no,0.008,0.001,0,146.7,128,106.2,74,197.7,104,11.1,4,348-7224
no,no,0.013,0.015,0,237.3,83,154,65,237,105,11.2,6,336-2190
yes,no,0.007,0.038,0,162.8,118,229.6,91,332.7,94,13.6,3,376-4705
no,yes,0.014,0.006,20,186.9,114,256.3,91,334.7,104,8.9,2,381-4076
no,no,0.018,0.002,0,86.1,100,259.8,113,148,79,9.1,9,348-8464
no,no,0.016,0.004,0,212.3,89,215.4,127,186.8,73,11.3,2,412-7020
no,no,0.014,0.007,0,151,98,120.6,119,152.8,81,9.2,2,386-8432
no,no,0.009,0.015,0,158.6,67,130.4,96,229.8,80,6.9,5,337-1802
no,no,0.061,0.018,0,296,93,226.4,117,246.8,98,12.3,10,366-1084
no,yes,0.018,0.007,32,212.3,77,251.5,78,208.7,85,6.6,2,352-4182
no,no,0.014,0.012,0,234.4,61,179.3,111,285.5,117,10.4,6,368-5628
no,no,0.011,0.009,0,176.8,92,187.5,97,196.8,88,6.5,3,333-8996
no,yes,0.003,0.009,19,157.3,123,257.7,94,190.4,107,9.6,6,353-2557
no,yes,0.013,0.011,26,146.6,68,172.8,67,173.8,113,10,2,356-8621
no,no,0.011,0.01,0,260.5,108,102.4,110,129.7,148,9.8,5,354-6942
no,yes,0.004,0.014,20,146.1,98,277.4,104,137.7,100,6.2,3,377-9829
yes,no,0.063,0.011,0,124.5,134,141.2,78,268.2,113,11.4,2,348-4660
no,no,0.013,0,0,209.4,49,237.4,117,239.2,98,9.8,11,410-5199
no,no,0.049,0.035,0,285.7,44,167.5,144,260,97,8.7,4,397-6542
no,no,0.013,0.014,0,190.9,44,161.4,109,231.9,100,8.4,2,333-4492
no,no,0.001,0.004,0,144.4,88,264.6,105,185.4,94,9.9,3,405-9573
no,yes,0.007,0.006,50,208.8,130,132.9,104,136.7,107,11.1,4,359-7255
no,yes,0.016,0.009,36,77.6,141,207,60,255.7,115,10.9,2,419-5501
no,no,0.009,0.026,0,271.1,101,237.4,133,145.4,103,8.4,6,404-4809
no,no,0.009,0.014,0,240.8,104,144.5,92,125.7,98,11.6,1,344-6334
no,no,0.006,0.006,0,114.8,98,192.6,101,259,108,12.2,5,400-1899
no,yes,0.008,0.002,34,138.8,80,142,108,183.8,77,11.8,7,346-5053
no,yes,0,0.011,27,209.8,112,155,80,251.5,111,7.2,6,398-2148
no,no,0.018,0.008,0,134.9,98,248.4,130,236.2,113,14.7,2,347-7675
yes,no,0.001,0.003,0,164,99,153.1,102,123.8,104,6.4,4,411-8956
no,no,0.018,0.011,0,245.5,130,192.7,54,141.7,83,9.1,4,390-3761
no,yes,0.02,0,32,80.3,94,199.9,124,170.8,117,16.6,3,377-3876
no,no,0.017,0.004,0,90.7,90,207.5,109,169.4,96,5.6,5,345-2476
no,yes,0.018,0.004,36,190.3,115,256.6,78,214.9,145,3.8,4,337-7879
no,no,0.056,0.012,0,108.6,108,209.9,126,222.6,117,7.9,5,361-7283
no,yes,0.01,0.013,17,89.8,88,233.2,75,165.7,116,9.3,7,372-4868
no,yes,0.012,0.005,15,252.4,106,187.8,69,259.6,137,10,3,346-8863
no,yes,0.006,0.003,32,183.4,94,269.1,120,203.5,38,6.7,4,390-5267
yes,no,0.003,0.014,0,183.4,103,141.9,113,200.4,122,10.4,9,392-1547
no,no,0.008,0.008,0,155.2,100,135.9,84,184.6,82,3.8,9,340-8177
no,yes,0.01,0.01,19,165.8,122,186.9,89,249.7,78,0,0,383-4802
no,no,0.015,0.002,0,209.4,67,273.8,89,150.2,88,12.8,1,378-8567
no,no,0.03,0.028,0,279.3,104,201.6,87,280.8,99,7.9,2,406-7844
no,no,0.016,0.015,0,174.1,102,99.1,118,211.6,126,7.7,2,402-9173
no,no,0.002,0.01,0,175.7,78,184.6,96,156.9,92,9.1,2,352-3440
yes,no,0.005,0.014,0,256.5,87,222.1,101,156.7,122,13,3,363-1413
no,no,0.01,0.015,0,170.2,89,187.5,83,119.5,100,4.3,3,394-8861
no,no,0.017,0.009,0,139.6,92,250.2,115,158.1,79,10.8,4,358-4036
no,yes,0.018,0.011,34,208.8,119,142.1,106,214.6,87,12.5,4,392-4680
no,no,0.006,0.016,0,210.1,126,248.9,108,158.6,88,14.4,2,354-2762
no,no,0.005,0.003,0,113.6,87,158.6,98,187.7,87,10.5,6,371-5811
no,no,0.01,0.004,0,202.6,89,163,96,268.1,151,8.3,3,387-2014
no,no,0.004,0.007,0,174.4,112,265.8,122,182.4,87,0,0,411-6598
no,no,0.006,0.003,0,210.6,117,164.2,103,201.4,68,9.4,5,355-9356
no,no,0.014,0.005,0,121.5,88,253,124,195.7,120,10.7,4,406-4720
no,no,0.012,0.007,0,127.8,67,181.6,112,197.3,63,15.9,2,356-7239
no,no,0.02,0.005,0,135.2,98,242,107,246.9,96,10.2,2,328-8747
no,no,0.01,0.011,0,99.4,62,275,86,212.1,94,16.7,3,388-9464
no,no,0.012,0.021,0,276.9,105,246.9,94,254.4,107,10.3,3,406-2866
no,no,0.059,0.036,0,163.4,134,240.1,87,164,147,11.6,2,333-5729
no,no,0.06,0.011,0,287.4,116,235.3,126,292.1,114,5,3,391-1499
no,yes,0.004,0.006,23,120.5,104,227.8,115,158.5,100,10.2,3,386-8690
no,no,0.011,0.011,0,184.1,106,204.9,70,224.3,133,9.8,3,391-2231
no,no,0.019,0.001,0,185,84,232.5,129,191.1,82,14.9,4,332-2275
no,no,0.003,0.007,0,160.9,109,144.2,152,120.4,97,12.9,12,340-4028
no,no,0.015,0.005,0,207.6,68,251.6,123,191.6,100,10.9,6,363-3486
no,no,0.019,0.005,0,209.2,134,0,0,175.4,94,11.8,6,418-3181
yes,no,0.012,0,0,158.4,71,306.6,66,144.2,93,2.1,4,351-3316
no,no,0.011,0.023,0,149,73,131,81,238.6,69,8.6,3,369-3626
no,no,0.003,0.006,0,204.5,63,208.8,95,224,119,9.8,2,353-2763
no,no,0.021,0.022,0,288.8,86,175.9,87,215.4,106,9.5,2,358-7165
no,yes,0.017,0.012,40,108.6,90,206.4,154,126.3,118,13.4,4,353-3223
no,no,0.004,0.008,0,97.5,129,260.4,78,88.7,100,7,5,338-9044
no,no,0.02,0.016,0,166.5,102,261,103,262.7,85,13.3,5,341-7296
no,no,0.017,0.001,0,156.2,104,90,101,205.1,116,7.3,5,398-4431
no,yes,0.012,0.012,31,225.2,89,256.8,117,249.7,87,11.5,1,408-5601
yes,no,0.067,0.028,0,287.4,118,259.6,84,153.2,86,10,3,328-5188
no,yes,0,0,19,175.3,96,241.3,146,211.4,109,7.8,2,329-4474
no,no,0.008,0.004,0,102.1,75,219.5,97,73.7,92,9.8,5,357-4573
no,no,0.006,0,0,157.9,103,259.6,90,230,117,14,2,341-7112
no,yes,0.014,0.011,19,146.5,73,246.4,65,199,114,4.1,4,400-3147
no,no,0.013,0.025,0,245.8,116,286.7,91,240.7,115,9,13,378-1936
yes,no,0.014,0,0,177.7,114,215.6,110,236.7,67,10.5,5,347-1640
yes,no,0.015,0.008,0,250.8,146,152.5,105,148.1,104,10,5,374-9531
no,no,0.058,0.034,0,117.8,100,199.2,105,244.1,119,11.8,4,380-4374
no,no,0.016,0.01,0,119.7,113,189.7,84,256.2,108,12.9,7,380-9409
no,no,0.026,0.027,0,242.2,87,226.1,101,268.6,121,8.2,3,387-1116
no,no,0.006,0.002,0,163.4,83,249.3,119,249.7,90,9.8,4,400-7509
no,no,0.007,0.005,0,161,113,208,134,208.1,81,8.4,4,403-6225
no,no,0.008,0.002,0,128.7,111,169.5,104,193.6,97,10.3,5,382-8274
no,no,0.007,0.012,0,81.6,94,268.1,112,140.8,75,8.6,18,354-5764
no,yes,0.012,0.007,20,207.7,91,199.7,113,216.5,110,7.3,1,387-6912
