churn,state,account length,area code,phone number,account (days),Age,Gender,Occupation,Joining date,Subsciption renewal date,international plan,voice mail plan,%call drops,%Packet_drops,number vmail messages,total day minutes,total day calls,total eve minutes,total eve calls,total night minutes,total night calls,total intl minutes,total intl calls,total day charge,total eve charge,total night charge,total intl charge,ARPU,customer service calls,Number of complaint raised,Time for resolution,payment_made_but_order_not_placed_and_amount_is_deducted_from_my_bank_account,Billing_issue,Calls_are_not_going,drop_calls,No_internet_connection,order,payment_refund,recharge_offer_service_fraud,Slow_network_coverage,uninformed___unsubscribed_weekly_amount_deduction,signalstrength_4g,signalstrength_3g,Duration of good signal strength% ,Duration of bad Signal strength %
FALSE,VA,139,415,365-9371,973,30,Male,Sr Managers,19/10/2015,18/10/2017,yes,no,0.02,0.005,0,161.5,121,192.9,137,168.3,96,11.2,13,27.46,16.4,7.57,3.02,54.45,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-84,0.988,0.012
FALSE,NY,31,408,401-7335,217,23,Male,Senior Professional,13/11/2017,13/11/2019,no,yes,0.017,0.01,28,171.8,116,240.7,125,245.5,80,10.6,7,29.21,20.46,11.05,2.86,63.58,1,1,4,0,0,0,0,0,0,1,0,0,0,-98,-85,0.988,0.012
FALSE,PA,129,510,364-5126,903,34,Male,Retire,28/12/2015,27/12/2017,no,yes,0.009,0.009,32,211,99,155.1,89,234.8,96,11.4,5,35.87,13.18,10.57,3.08,62.7,1,1,1,1,0,0,0,0,0,0,0,0,0,-99,-87,0.992,0.008
TRUE,AR,115,415,385-7157,805,50,Male,Middle Management,4/4/2016,4/4/2018,no,no,0.053,0.033,0,139.3,89,192.3,95,151,75,9.3,3,23.68,16.35,6.8,2.51,49.34,7,6,177,0,1,0,1,0,0,1,1,0,2,-111,-100,1,0
TRUE,HI,108,415,385-4766,756,75,Male,Retire,23/05/2016,23/05/2018,no,no,0.025,0.027,0,291.6,99,221.1,93,229.2,110,14,9,49.57,18.79,10.31,3.78,82.45,2,0,0,0,0,0,0,0,0,0,0,0,0,-115,-105,0.802,0.198
FALSE,DE,139,408,390-1760,973,66,Male,Retire,19/10/2015,18/10/2017,no,no,0.011,0.006,0,139,110,132.9,93,272,120,12.1,1,23.63,11.3,12.24,3.27,50.44,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,-66,0.994,0.006
FALSE,WV,102,408,365-8831,714,63,Female,Retire,4/7/2016,4/7/2018,no,no,0.002,0.008,0,234.8,125,199.2,99,163.2,88,10,1,39.92,16.93,7.34,2.7,66.89,4,2,50,0,1,0,0,0,0,0,0,0,1,-89,-75,0.987,0.013
FALSE,OK,149,408,353-4002,1043,30,Female,Senior Professional,10/8/2015,9/8/2017,no,no,0.007,0.013,0,187.6,83,201.4,81,264.2,79,8.8,1,31.89,17.12,11.89,2.38,63.28,1,1,19,0,0,0,0,1,0,0,0,0,0,-91,-79,0.987,0.013
FALSE,OR,113,415,367-5923,791,30,Male,Retire,18/04/2016,18/04/2018,no,no,0.005,0.006,0,159.8,143,210.1,93,175.1,86,13.1,7,27.17,17.86,7.88,3.54,56.45,2,1,6,0,0,0,0,0,0,0,0,0,1,-89,-76,0.989,0.011
FALSE,ND,131,408,393-9548,917,65,Male,Retire,14/12/2015,13/12/2017,no,yes,0.007,0.008,33,177.1,100,194,85,253.4,124,5.2,5,30.11,16.49,11.4,1.4,59.4,1,1,4,0,0,0,0,0,1,0,0,0,0,-81,-56,0.977,0.023
FALSE,MO,83,408,362-2356,581,27,Female,Retire,14/11/2016,14/11/2018,no,no,0.015,0.015,0,117.9,101,160.4,92,235.3,150,11.4,10,20.04,13.63,10.59,3.08,47.34,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-79,0.95,0.05
FALSE,AR,96,415,365-2341,672,57,Female,Senior Professional,15/08/2016,15/08/2018,no,yes,0.011,0,21,247.6,95,256.3,150,158.6,72,10.8,6,42.09,21.79,7.14,2.92,73.94,2,1,27,0,1,0,0,0,0,0,0,0,0,-75,-62,0.938,0.062
FALSE,GA,98,408,388-8797,686,53,Female,Senior Professional,1/8/2016,1/8/2018,no,no,0.007,0.002,0,169.9,77,138.3,155,142.6,105,8.5,7,28.88,11.76,6.42,2.3,49.36,1,1,2,0,0,0,0,1,0,0,0,0,0,-95,-81,0.935,0.065
FALSE,TN,3,415,400-4713,21,55,Male,Senior Professional,28/05/2018,27/05/2020,no,no,0.015,0.005,0,185,120,203.7,129,170.5,89,14.1,3,31.45,17.31,7.67,3.81,60.24,3,2,53,0,0,1,0,0,0,1,0,0,0,-94,-83,0.926,0.074
FALSE,MA,77,408,420-3042,539,50,Female,Middle Management,26/12/2016,26/12/2018,no,yes,0.017,0.016,17,204.9,84,201,102,219.7,97,11.3,5,34.83,17.09,9.89,3.05,64.86,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,-67,0.94,0.06
FALSE,ND,75,408,396-4171,525,56,Female,Senior Professional,9/1/2017,9/1/2019,no,yes,0.004,0.001,24,225.5,119,182,108,270.9,106,9.4,2,38.34,15.47,12.19,2.54,68.54,3,3,73,0,0,1,2,0,0,0,0,0,0,-86,-76,0.951,0.049
TRUE,IA,40,510,389-8417,280,51,Female,Middle Management,11/9/2017,11/9/2019,no,no,0.008,0.026,0,169.7,115,141.4,123,253,115,10.5,3,28.85,12.02,11.39,2.84,55.1,4,1,30,0,0,1,0,0,0,0,0,0,0,-113,-102,0.862,0.138
FALSE,NJ,108,415,339-4068,756,43,Female,Sr Managers,23/05/2016,23/05/2018,no,no,0.016,0.015,0,239.3,102,223.4,127,251.4,104,10.6,6,40.68,18.99,11.31,2.86,73.84,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,-63,0.977,0.023
TRUE,MT,100,415,341-4873,700,28,Male,Middle Management,18/07/2016,18/07/2018,no,no,0.023,0.01,0,113.3,96,197.9,89,284.5,93,11.7,2,19.26,16.82,12.8,3.16,52.04,4,1,40,0,0,0,0,0,0,0,0,1,0,-114,-95,0.91,0.09
FALSE,AL,16,415,336-2322,112,41,Female,Sr Managers,26/02/2018,26/02/2020,no,no,0.018,0.013,0,161.9,100,230.1,138,148.8,78,10.2,11,27.52,19.56,6.7,2.75,56.53,3,2,53,0,0,1,0,0,1,0,0,0,0,-91,-77,0.954,0.046
FALSE,NY,115,510,402-1607,805,37,Female,Retire,4/4/2016,4/4/2018,no,yes,0.005,0.005,16,133.3,110,185.7,111,161.5,113,5.6,4,22.66,15.78,7.27,1.51,47.22,2,1,19,0,0,0,0,0,0,1,0,0,0,-95,-82,0.935,0.065
FALSE,PA,108,510,379-3037,756,33,Female,Retire,23/05/2016,23/05/2018,no,yes,0.018,0.012,25,170.7,88,109.9,113,165.7,99,8.7,1,29.02,9.34,7.46,2.35,48.17,3,2,39,0,0,0,0,0,0,2,0,0,0,-69,-63,0.927,0.073
FALSE,VT,107,510,382-1399,749,39,Male,Retire,30/05/2016,30/05/2018,no,no,0.004,0.002,0,189.7,76,156.1,65,244,91,8.3,3,32.25,13.27,10.98,2.24,58.74,5,4,95,0,1,1,0,0,0,0,1,0,1,-98,-83,0.956,0.044
TRUE,NC,161,415,394-5489,1127,20,Female,student,18/05/2015,17/05/2017,no,no,0.032,0.013,0,322.3,100,230.4,135,241.5,104,7.8,5,54.79,19.58,10.87,2.11,87.35,2,1,18,0,0,1,0,0,0,0,0,0,0,-110,-88,0.968,0.032
FALSE,CT,147,415,387-6065,1029,62,Female,Retire,24/08/2015,23/08/2017,no,no,0.014,0.012,0,124.4,74,320.9,78,157.2,126,10.4,4,21.15,27.28,7.07,2.81,58.31,2,1,24,0,0,1,0,0,0,0,0,0,0,-92,-77,0.929,0.071
FALSE,MO,107,415,327-6087,749,38,Female,student,30/05/2016,30/05/2018,no,no,0.019,0.008,0,146.9,94,114.3,111,114.5,97,11.4,5,24.97,9.72,5.15,3.08,42.92,3,0,0,0,0,0,0,0,0,0,0,0,0,-91,-77,0.96,0.04
FALSE,WV,120,510,341-8667,840,62,Male,Retire,29/02/2016,28/02/2018,no,no,0.013,0.014,0,192.6,123,206.4,105,283.2,93,10.8,3,32.74,17.54,12.74,2.92,65.94,1,1,24,0,0,0,0,0,0,0,0,0,1,-91,-77,0.986,0.014
FALSE,NJ,107,408,338-9612,749,41,Female,Sr Managers,30/05/2016,30/05/2018,no,yes,0.01,0.016,36,96.3,83,179.6,91,166.3,121,10.3,2,16.37,15.27,7.48,2.78,41.9,1,1,13,0,0,0,0,0,0,1,0,0,0,-91,-77,0.992,0.008
FALSE,AK,58,510,364-1134,406,21,Male,student,8/5/2017,8/5/2019,no,no,0.013,0.011,0,131.9,96,167.6,107,205.9,106,14.7,5,22.42,14.25,9.27,3.97,49.91,3,0,0,0,0,0,0,0,0,0,0,0,0,-87,-72,0.97,0.03
FALSE,LA,91,408,413-4811,637,63,Female,Retire,19/09/2016,19/09/2018,no,no,0.001,0.013,0,147.2,121,175.2,87,136.3,80,13.3,3,25.02,14.89,6.13,3.59,49.63,2,1,6,0,0,1,0,0,0,0,0,0,0,-92,-80,0.981,0.019
FALSE,AL,13,415,354-4333,91,30,Female,Sr Managers,19/03/2018,18/03/2020,no,no,0.014,0,0,143.1,139,239.6,88,221.7,123,7.1,5,24.33,20.37,9.98,1.92,56.6,2,1,23,0,0,0,0,0,0,0,0,1,0,-88,-76,0.966,0.034
FALSE,IN,104,408,382-2026,728,27,Female,student,20/06/2016,20/06/2018,no,no,0.007,0.001,0,280.4,127,179.4,79,150.6,77,15.2,6,47.67,15.25,6.78,4.1,73.8,5,2,43,0,0,1,0,0,0,0,1,0,0,-79,-66,0.927,0.073
FALSE,MA,93,415,368-3287,651,51,Male,Middle Management,5/9/2016,5/9/2018,no,yes,0.015,0.012,31,237.2,85,213.1,100,192.7,87,10.7,4,40.32,18.11,8.67,2.89,69.99,1,1,16,0,0,0,0,0,0,0,1,0,0,-97,-85,0.993,0.007
FALSE,DE,95,510,367-8298,665,29,Male,Retire,22/08/2016,22/08/2018,no,no,0.007,0.012,0,184.2,95,181.6,101,143.4,113,12.8,4,31.31,15.44,6.45,3.46,56.66,2,1,30,0,0,1,0,0,0,0,0,0,0,-91,-79,0.953,0.047
FALSE,SC,104,415,391-1783,728,52,Male,Senior Professional,20/06/2016,20/06/2018,no,no,0.007,0.011,0,109.1,141,187.1,140,216.6,100,10,4,18.55,15.9,9.75,2.7,46.9,3,1,32,0,1,0,0,0,0,0,0,0,0,-97,-83,0.983,0.017
TRUE,NH,35,408,393-8762,245,48,Female,Middle Management,16/10/2017,16/10/2019,no,no,0.058,0.014,0,138.1,115,158.2,82,215.7,118,10.3,2,23.48,13.45,9.71,2.78,49.42,5,4,91,0,1,0,0,1,1,1,0,0,0,-101,-87,0.965,0.035
FALSE,LA,62,415,385-1423,434,44,Female,Sr Managers,10/4/2017,10/4/2019,no,no,0.007,0.002,0,186.8,94,207.6,92,195,98,8.8,4,31.76,17.65,8.78,2.38,60.57,3,3,65,0,0,0,1,0,0,0,0,0,2,-65,-52,0.997,0.003
FALSE,MS,143,510,406-7670,1001,47,Male,Middle Management,21/09/2015,20/09/2017,no,no,0.017,0.011,0,155.4,112,290.9,92,228.4,91,13.9,5,26.42,24.73,10.28,3.75,65.18,1,1,16,0,0,0,0,1,0,0,0,0,0,-94,-81,0.957,0.043
FALSE,NM,62,415,339-5423,434,35,Female,Retire,10/4/2017,10/4/2019,no,no,0.012,0.01,0,245.3,91,122.9,130,228.4,102,8.5,4,41.7,10.45,10.28,2.3,64.73,4,2,59,0,0,0,0,0,1,0,0,1,0,-64,-50,0.946,0.054
TRUE,WA,60,415,366-8939,420,18,Male,student,24/04/2017,24/04/2019,yes,no,0.053,0.032,0,205.9,97,277.4,117,202,139,11,2,35,23.58,9.09,2.97,70.64,0,0,0,0,0,0,0,0,0,0,0,0,0,-101,-90,0.899,0.101
FALSE,SC,41,510,353-2391,287,23,Male,Sr Managers,4/9/2017,4/9/2019,no,no,0.003,0.005,0,207.2,138,214.1,83,193,105,11.9,4,35.22,18.2,8.69,3.21,65.32,1,1,1,0,0,0,0,0,1,0,0,0,0,-84,-64,0.937,0.063
FALSE,MT,34,415,372-4203,238,60,Male,Retire,23/10/2017,23/10/2019,no,yes,0.02,0.016,14,151.5,100,248.7,126,199.8,120,10.7,5,25.76,21.14,8.99,2.89,58.78,2,2,35,0,0,0,1,0,0,0,0,1,0,-95,-82,0.967,0.033
TRUE,ME,56,408,385-5688,392,19,Male,student,22/05/2017,22/05/2019,no,no,0.01,0.024,0,221.9,112,278.2,122,288.1,85,7.1,5,37.72,23.65,12.96,1.92,76.25,0,0,0,0,0,0,0,0,0,0,0,0,0,-102,-90,0.991,0.009
FALSE,NM,183,415,397-7453,1281,26,Male,Middle Management,15/12/2014,14/12/2016,no,no,0.02,0.005,0,190,100,246.6,78,304.2,107,9.5,4,32.3,20.96,13.69,2.57,69.52,1,1,23,0,0,0,0,0,1,0,0,0,0,-79,-62,0.997,0.003
FALSE,AZ,94,415,366-9015,658,46,Female,Middle Management,29/08/2016,29/08/2018,no,no,0.005,0.008,0,220.8,111,156.2,67,187.9,89,10.5,4,37.54,13.28,8.46,2.84,62.12,2,2,46,0,0,0,0,0,0,1,1,0,0,-72,-52,0.981,0.019
FALSE,CT,73,415,356-1654,511,36,Female,Senior Professional,23/01/2017,23/01/2019,no,yes,0,0.011,47,173.7,117,204,114,174.6,94,6.3,3,29.53,17.34,7.86,1.7,56.43,2,0,0,0,0,0,0,0,0,0,0,0,0,-74,-67,0.924,0.076
FALSE,IL,123,408,337-3932,861,48,Female,Middle Management,8/2/2016,7/2/2018,no,no,0.017,0.011,0,114.8,94,150,104,268.6,119,9.6,4,19.52,12.75,12.09,2.59,46.95,2,1,8,0,0,0,0,0,0,0,0,0,1,-98,-84,0.927,0.073
FALSE,IN,64,408,350-1126,448,28,Female,Retire,27/03/2017,27/03/2019,no,no,0.006,0.011,0,113.8,97,192.3,97,214.9,89,10.4,1,19.35,16.35,9.67,2.81,48.18,3,3,53,1,1,0,0,0,0,1,0,0,0,-82,-69,0.944,0.056
TRUE,AR,127,415,416-3649,889,45,Female,Middle Management,11/1/2016,10/1/2018,yes,no,0.026,0.02,0,143.2,60,179.5,159,171.8,122,6.2,4,24.34,15.26,7.73,1.67,49,4,2,49,0,0,1,0,1,0,0,0,0,0,-100,-96,0.786,0.214
FALSE,RI,33,415,349-1726,231,53,Male,Senior Professional,30/10/2017,30/10/2019,no,no,0.005,0.007,0,184.4,111,203.8,110,237.4,100,9.3,5,31.35,17.32,10.68,2.51,61.86,3,3,53,0,1,0,0,0,0,2,0,0,0,-99,-86,0.942,0.058
FALSE,ND,27,415,405-1589,189,60,Male,Retire,11/12/2017,11/12/2019,no,no,0.016,0.009,0,227.4,67,248,115,61.4,109,7.8,6,38.66,21.08,2.76,2.11,64.61,1,1,7,0,0,0,0,0,0,0,0,1,0,-95,-81,0.992,0.008
FALSE,NH,123,408,366-7560,861,24,Female,student,8/2/2016,7/2/2018,no,no,0.009,0.003,0,224,99,210.7,80,231.9,75,2.1,5,38.08,17.91,10.44,0.57,67,0,0,0,0,0,0,0,0,0,0,0,0,0,-74,-61,0.966,0.034
FALSE,NV,148,510,333-9643,1036,51,Female,Middle Management,17/08/2015,16/08/2017,no,no,0.004,0.012,0,216.2,95,185.7,105,300,143,10,5,36.75,15.78,13.5,2.7,68.73,2,1,12,0,0,0,0,0,0,1,0,0,0,-94,-81,0.981,0.019
FALSE,UT,81,415,355-6422,567,52,Female,Senior Professional,28/11/2016,28/11/2018,no,no,0.002,0.008,0,129.9,121,230.1,105,140.5,123,13.3,3,22.08,19.56,6.32,3.59,51.55,0,0,0,0,0,0,0,0,0,0,0,0,0,-94,-80,0.944,0.056
FALSE,NC,122,510,329-5400,854,43,Male,Sr Managers,15/02/2016,14/02/2018,no,yes,0.013,0.015,30,230.1,108,287.6,76,177.1,85,6.9,3,39.12,24.45,7.97,1.86,73.4,2,0,0,0,0,0,0,0,0,0,0,0,0,-95,-82,0.987,0.013
FALSE,MI,52,415,383-6356,364,46,Male,Middle Management,19/06/2017,19/06/2019,no,no,0.005,0.014,0,204.4,97,273.2,128,179.6,118,11,5,34.75,23.22,8.08,2.97,69.02,1,1,6,0,0,0,0,1,0,0,0,0,0,-80,-66,0.955,0.045
FALSE,WI,91,408,377-7276,637,75,Male,Retire,19/09/2016,19/09/2018,no,yes,0.002,0.003,44,216.6,101,173.1,98,242.1,95,9.1,3,36.82,14.71,10.89,2.46,64.88,1,1,11,0,0,0,0,0,0,0,0,1,0,-91,-76,0.933,0.067
TRUE,AR,54,415,337-1586,378,28,Male,Middle Management,5/6/2017,5/6/2019,no,no,0.049,0.028,0,247.5,85,225.4,93,244.3,132,10.2,2,42.08,19.16,10.99,2.75,74.98,2,1,15,0,0,0,1,0,0,0,0,0,0,-112,-95,0.958,0.042
FALSE,NH,152,510,336-9273,1064,36,Female,Sr Managers,20/07/2015,19/07/2017,no,no,0.009,0.007,0,228.1,93,136.4,106,197.3,107,9,2,38.78,11.59,8.88,2.43,61.68,1,1,20,1,0,0,0,0,0,0,0,0,0,-52,-48,0.946,0.054
TRUE,TX,201,415,415-5476,1407,44,Male,Sr Managers,11/8/2014,10/8/2016,no,no,0.019,0.023,0,225.9,110,299.1,86,251.3,81,11.2,4,38.4,25.42,11.31,3.02,78.15,1,1,17,0,0,0,1,0,0,0,0,0,0,-111,-101,0.913,0.087
TRUE,ID,78,415,332-2650,546,75,Female,Retire,19/12/2016,19/12/2018,no,no,0.056,0.019,0,103.5,115,117.9,102,201,94,12,3,17.6,10.02,9.05,3.24,39.91,4,3,71,0,0,0,0,0,1,0,1,0,1,-114,-102,0.887,0.113
FALSE,CT,67,415,418-8257,469,27,Female,student,6/3/2017,6/3/2019,no,no,0,0,0,115.5,70,252.2,143,208.9,91,7.5,6,19.64,21.44,9.4,2.03,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,-96,-80,0.956,0.044
FALSE,NH,100,408,407-3121,700,70,Male,Retire,18/07/2016,18/07/2018,no,no,0.005,0.014,0,218.8,125,148.3,102,277.8,97,9.7,6,37.2,12.61,12.5,2.62,64.93,1,1,15,0,0,0,0,1,0,0,0,0,0,-84,-70,0.934,0.066
FALSE,WY,41,510,381-2413,287,28,Male,Middle Management,4/9/2017,4/9/2019,no,no,0.012,0.005,0,223.8,67,244.8,74,223.8,156,12.3,5,38.05,20.81,10.07,3.32,72.25,3,1,18,0,0,0,0,1,0,0,0,0,0,-76,-62,0.954,0.046
FALSE,OR,133,415,378-1144,931,64,Male,Retire,30/11/2015,29/11/2017,no,no,0.019,0.014,0,143.8,71,184,131,275.5,132,12.9,4,24.45,15.64,12.4,3.48,55.97,3,1,29,1,0,0,0,0,0,0,0,0,0,-92,-82,0.988,0.012
FALSE,SC,36,408,359-5091,252,71,Male,Retire,9/10/2017,9/10/2019,no,yes,0.019,0.014,43,29.9,123,129.1,117,325.9,105,8.6,6,5.08,10.97,14.67,2.32,33.04,2,2,14,0,1,0,1,0,0,0,0,0,0,-83,-70,0.942,0.058
FALSE,MD,51,510,378-6986,357,21,Male,student,26/06/2017,26/06/2019,no,yes,0.005,0.005,28,276.7,121,203.7,99,246.2,88,8.3,3,47.04,17.31,11.08,2.24,77.67,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-84,0.975,0.025
FALSE,NY,122,415,386-6580,854,75,Female,Retire,15/02/2016,14/02/2018,no,no,0.017,0,0,141.4,128,146.4,70,123,75,8.1,4,24.04,12.44,5.54,2.19,44.21,0,0,0,0,0,0,0,0,0,0,0,0,0,-62,-59,0.997,0.003
FALSE,NM,84,408,419-9713,588,27,Male,Retire,7/11/2016,7/11/2018,no,yes,0.003,0.01,41,153.9,102,140.7,117,217.7,101,12.8,5,26.16,11.96,9.8,3.46,51.38,1,1,5,1,0,0,0,0,0,0,0,0,0,-72,-61,0.95,0.05
FALSE,LA,91,415,382-6153,637,36,Male,Sr Managers,19/09/2016,19/09/2018,no,no,0.01,0,0,190.5,128,205.5,103,130.7,63,13.8,5,32.39,17.47,5.88,3.73,59.47,0,0,0,0,0,0,0,0,0,0,0,0,0,-77,-45,0.989,0.011
FALSE,UT,110,408,332-1690,770,41,Male,Sr Managers,9/5/2016,9/5/2018,no,no,0.009,0.014,0,192.6,102,178.9,118,214.6,74,9.4,4,32.74,15.21,9.66,2.54,60.15,1,1,4,0,0,0,0,1,0,0,0,0,0,-88,-72,0.971,0.029
FALSE,AL,91,408,348-9383,637,26,Male,student,19/09/2016,19/09/2018,yes,no,0.012,0.004,0,151.8,115,103.6,116,156.3,86,12.2,4,25.81,8.81,7.03,3.29,44.94,1,1,12,1,0,0,0,0,0,0,0,0,0,-88,-76,0.967,0.033
FALSE,DE,121,408,420-3857,847,61,Female,Retire,22/02/2016,21/02/2018,no,no,0.008,0.012,0,215.6,74,192.9,98,144,103,10.1,4,36.65,16.4,6.48,2.73,62.26,5,3,72,1,0,1,1,0,0,0,0,0,0,-86,-71,0.988,0.012
FALSE,WV,109,415,405-2653,763,21,Female,student,16/05/2016,16/05/2018,no,no,0.007,0.008,0,180,100,229,103,139.4,105,7.8,8,30.6,19.47,6.27,2.11,58.45,3,1,13,0,0,0,0,1,0,0,0,0,0,-79,-65,0.971,0.029
FALSE,KY,95,510,417-9278,665,42,Female,Sr Managers,22/08/2016,22/08/2018,no,no,0.007,0.011,0,157.3,116,197.5,77,128.2,111,8.4,4,26.74,16.79,5.77,2.27,51.57,2,1,21,0,0,0,0,0,0,0,0,0,1,-98,-86,0.985,0.015
FALSE,NC,72,415,352-5663,504,18,Male,student,30/01/2017,30/01/2019,no,no,0.015,0,0,196.5,88,158.6,129,269.3,118,6.8,3,33.41,13.48,12.12,1.84,60.85,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,-79,0.961,0.039
FALSE,WV,73,415,370-8786,511,52,Male,Senior Professional,23/01/2017,23/01/2019,no,no,0.005,0,0,240.3,130,162.5,83,231.9,136,11.9,3,40.85,13.81,10.44,3.21,68.31,0,0,0,0,0,0,0,0,0,0,0,0,0,-94,-84,0.996,0.004
FALSE,AZ,108,415,415-6333,756,58,Male,Senior Professional,23/05/2016,23/05/2018,no,no,0.02,0,0,193.3,126,154.7,85,174.8,98,9.4,6,32.86,13.15,7.87,2.54,56.42,3,3,26,1,1,0,1,0,0,0,0,0,0,-94,-84,0.965,0.035
FALSE,WV,58,408,391-6558,406,60,Female,Retire,8/5/2017,8/5/2019,no,yes,0.019,0.013,39,211.9,40,274.4,76,210.5,139,5.4,4,36.02,23.32,9.47,1.46,70.27,1,1,12,1,0,0,0,0,0,0,0,0,0,-82,-60,0.962,0.038
FALSE,ND,148,415,396-4234,1036,36,Male,Retire,17/08/2015,16/08/2017,yes,no,0.017,0.016,0,218.7,111,155.6,133,277.4,62,8.2,5,37.18,13.23,12.48,2.21,65.1,1,1,10,0,1,0,0,0,0,0,0,0,0,-83,-69,0.944,0.056
TRUE,WA,76,510,345-6961,532,62,Male,Retire,2/1/2017,2/1/2019,yes,no,0.031,0.011,0,246.8,110,206.3,63,208.4,123,13.2,5,41.96,17.54,9.38,3.56,72.44,0,0,0,0,0,0,0,0,0,0,0,0,0,-116,-90,0.792,0.208
TRUE,ID,103,415,346-5992,721,21,Male,student,27/06/2016,27/06/2018,no,no,0.031,0.018,0,174.7,151,148,56,168.2,109,15.8,3,29.7,12.58,7.57,4.27,54.12,6,3,49,0,1,0,0,0,0,1,0,1,0,-103,-97,0.945,0.055
TRUE,CT,87,415,402-3908,609,33,Female,Sr Managers,17/10/2016,17/10/2018,no,no,0.045,0.015,0,240,83,134.1,106,189.1,84,9.3,2,40.8,11.4,8.51,2.51,63.22,0,0,0,0,0,0,0,0,0,0,0,0,0,-110,-95,0.963,0.037
FALSE,OK,35,510,350-2340,245,60,Female,Retire,16/10/2017,16/10/2019,no,yes,0.005,0.004,37,181.2,76,177.6,98,228,136,5,3,30.8,15.1,10.26,1.35,57.51,2,0,0,0,0,0,0,0,0,0,0,0,0,-66,-56,0.963,0.037
FALSE,IA,88,415,410-2015,616,35,Male,Middle Management,10/10/2016,10/10/2018,no,no,0.003,0.001,0,113.7,67,165.1,127,141.5,142,10.8,3,19.33,14.03,6.37,2.92,42.65,1,1,21,0,0,0,1,0,0,0,0,0,0,-92,-76,0.923,0.077
FALSE,NE,67,415,380-3311,469,41,Female,Sr Managers,6/3/2017,6/3/2019,no,yes,0.001,0.011,41,174.7,86,160.6,93,155.3,108,13.4,1,29.7,13.65,6.99,3.62,53.96,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,-78,0.943,0.057
FALSE,ID,77,510,399-7029,539,27,Female,Retire,26/12/2016,26/12/2018,no,yes,0.005,0.007,29,211.1,89,223.5,97,148.4,106,9.7,9,35.89,19,6.68,2.62,64.19,2,1,12,0,1,0,0,0,0,0,0,0,0,-78,-69,0.961,0.039
FALSE,OR,124,510,337-3868,868,18,Male,student,1/2/2016,31/01/2018,no,no,0.006,0.013,0,169.3,108,178.6,91,242.3,82,12.2,3,28.78,15.18,10.9,3.29,58.15,1,1,22,0,0,0,0,0,0,1,0,0,0,-81,-73,0.948,0.052
FALSE,SD,30,415,354-8088,210,34,Female,Retire,20/11/2017,20/11/2019,no,no,0.013,0.007,0,247.4,107,175.9,76,287.4,90,11.3,2,42.06,14.95,12.93,3.05,72.99,0,0,0,0,0,0,0,0,0,0,0,0,0,-74,-68,0.934,0.066
FALSE,DE,53,415,416-9723,371,75,Female,Retire,12/6/2017,12/6/2019,no,yes,0.018,0.006,32,131.2,63,227.4,125,178.9,105,12.8,2,22.3,19.33,8.05,3.46,53.14,2,1,7,0,0,1,0,0,0,0,0,0,0,-74,-58,0.924,0.076
FALSE,WA,152,510,337-4403,1064,45,Male,Middle Management,20/07/2015,19/07/2017,no,no,0.003,0,0,161.4,84,163.6,88,153.2,121,11.8,5,27.44,13.91,6.89,3.19,51.43,1,1,17,0,0,1,0,0,0,0,0,0,0,-80,-67,0.956,0.044
FALSE,CT,100,510,416-1536,700,21,Female,student,18/07/2016,18/07/2018,yes,no,0.001,0.001,0,107.2,98,86.8,122,156.2,117,9.7,4,18.22,7.38,7.03,2.62,35.25,1,1,18,1,0,0,0,0,0,0,0,0,0,-94,-85,0.954,0.046
FALSE,MN,59,408,386-3796,413,32,Male,student,1/5/2017,1/5/2019,no,yes,0.005,0.008,32,211.9,120,202.9,136,213.5,95,8.8,5,36.02,17.25,9.61,2.38,65.26,1,1,2,0,1,0,0,0,0,0,0,0,0,-96,-84,0.947,0.053
FALSE,WA,143,510,340-4989,1001,67,Male,Retire,21/09/2015,20/09/2017,no,no,0.01,0.004,0,160.4,120,285.9,104,182.5,85,6.9,4,27.27,24.3,8.21,1.86,61.64,3,3,63,0,3,0,0,0,0,0,0,0,0,-94,-80,0.966,0.034
FALSE,PA,142,510,340-6221,994,39,Male,Senior Professional,28/09/2015,27/09/2017,no,yes,0.002,0.014,40,230.7,101,256.8,88,263.9,92,6.4,3,39.22,21.83,11.88,1.73,74.66,1,1,7,0,0,1,0,0,0,0,0,0,0,-85,-74,0.951,0.049
FALSE,ID,105,408,363-3469,735,25,Female,Sr Managers,13/06/2016,13/06/2018,no,no,0,0.01,0,232.6,96,253.4,117,154,101,10.5,9,39.54,21.54,6.93,2.84,70.85,1,1,3,0,1,0,0,0,0,0,0,0,0,-85,-74,0.987,0.013
TRUE,MS,111,408,345-3787,777,22,Female,student,2/5/2016,2/5/2018,no,no,0.053,0.025,0,294.7,90,294.6,72,260.1,121,10.8,3,50.1,25.04,11.7,2.92,89.76,1,1,10,0,0,0,0,0,1,0,0,0,0,-109,-97,0.791,0.209
